up
Upload #18
Reader: Noname  Site: AA
--------- upload 18 start ---------
E 2015-04-02 10:45:32.81 upload 17 complete
E 2015-04-02 10:49:44.50 supply power ok 12.2V
E 2015-04-02 10:49:44.50 database file opened
E 2015-04-02 10:49:44.50 starting reader after power up
D 2015-04-02 10:50:46.57 00:00:00.40 HR 0000_0000000181177678 A1    3   277
D 2015-04-02 10:50:47.98 00:00:00.21 HR 0000_0000000181177678 A1    2     4
D 2015-04-02 10:50:54.63 00:00:00.00 HA      900_226000080312 A1    1    31
D 2015-04-02 10:50:54.04 00:00:00.20 HA      900_226000080312 A1    2     1
D 2015-04-02 10:50:55.04 00:00:01.81 HA      900_226000080312 A1    5     3
D 2015-04-02 10:56:36.42 00:00:00.00 HR 0000_0000000180598569 A1    1  1685
D 2015-04-02 11:05:51.74 00:00:01.82 HR 0000_0000000181177678 A1   10  2756
D 2015-04-02 11:11:33.34 00:00:00.00 HR 0000_0000000180598569 A1    1  1686
D 2015-04-02 11:26:30.48 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 11:41:27.60 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 11:56:24.75 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 12:11:21.88 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 12:26:19.22 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2015-04-02 12:41:16.29 00:00:00.20 HR 0000_0000000180598569 A1    2  4453
D 2015-04-02 12:56:13.52 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 13:11:10.60 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 13:26:07.71 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 13:41:04.81 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 13:56:01.87 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 14:10:58.98 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2015-04-02 14:25:56.33 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2015-04-02 14:40:53.71 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2015-04-02 14:55:51.08 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2015-04-02 15:10:48.67 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
