up
Upload #50
Reader: Noname  Site: AA
--------- upload 50 start ---------
E 2016-04-15 13:48:12.59 upload 49 complete
E 2016-04-15 13:50:46.28 supply power ok 11.6V
E 2016-04-15 13:50:46.28 database file opened
E 2016-04-15 13:50:46.28 starting reader after power up
D 2016-04-15 13:51:19.95 00:00:00.60 HA      900_226000791719 A3    4   137
D 2016-04-15 13:51:36.26 00:00:00.20 HA      900_226000791719 A3    2    77
D 2016-04-15 13:51:36.86 00:00:00.00 HA      900_226000791719 A3    1     1
D 2016-04-15 13:51:39.88 00:00:02.22 HA      900_226000791719 A3   12    14
D 2016-04-15 13:51:52.66 00:00:00.81 HR 0000_0000000181177678 A1    5   298
D 2016-04-15 13:52:03.14 00:00:01.00 HA      900_226000080333 A1    6    47
D 2016-04-15 13:52:13.00 00:00:00.00 HR 0000_0000000180598569 A1    1    43
D 2016-04-15 13:58:24.79 00:00:00.00 HR 0000_0000000180843440 A3    1  1999
D 2016-04-15 14:07:10.03 00:00:00.19 HR 0000_0000000180598569 A1    2  4454
D 2016-04-15 14:13:22.23 00:00:00.00 HR 0000_0000000180843440 A3    1  4456
D 2016-04-15 14:22:07.26 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-15 14:28:19.67 00:00:00.00 HR 0000_0000000180843440 A3    1  4456
D 2016-04-15 14:37:04.28 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-15 14:43:17.09 00:00:00.00 HR 0000_0000000180843440 A3    1  4456
D 2016-04-15 14:52:01.30 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-15 14:58:14.11 00:00:00.00 HR 0000_0000000180843440 A3    1  4454
D 2016-04-15 15:06:58.34 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-15 15:13:11.35 00:00:00.00 HR 0000_0000000180843440 A3    1  4455
D 2016-04-15 15:21:55.37 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-15 15:28:07.97 00:00:00.00 HR 0000_0000000180843440 A3    1  4452
D 2016-04-15 15:36:52.39 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-15 15:43:04.38 00:00:00.00 HR 0000_0000000180843440 A3    1  4451
D 2016-04-15 15:51:49.21 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 15:58:00.81 00:00:00.00 HR 0000_0000000180843440 A3    1  4451
D 2016-04-15 16:06:46.26 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-15 16:12:57.27 00:00:00.00 HR 0000_0000000180843440 A3    1  4451
D 2016-04-15 16:21:43.13 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 16:27:53.53 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-15 16:36:40.01 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 16:42:50.00 00:00:00.00 HR 0000_0000000180843440 A3    1  4451
D 2016-04-15 16:51:37.07 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 16:57:46.04 00:00:00.00 HR 0000_0000000180843440 A3    1  4449
D 2016-04-15 17:06:33.89 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 17:12:41.87 00:00:00.00 HR 0000_0000000180843440 A3    1  4448
D 2016-04-15 17:21:30.74 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 17:27:37.52 00:00:00.00 HR 0000_0000000180843440 A3    1  4447
D 2016-04-15 17:36:27.57 00:00:00.20 HR 0000_0000000180598569 A1    2  4453
D 2016-04-15 17:42:33.12 00:00:00.20 HR 0000_0000000180843440 A3    2  4447
D 2016-04-15 17:51:24.38 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-15 17:57:28.72 00:00:00.00 HR 0000_0000000180843440 A3    1  4446
D 2016-04-15 18:06:21.21 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 18:12:24.13 00:00:00.00 HR 0000_0000000180843440 A3    1  4446
D 2016-04-15 18:21:17.80 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-15 18:27:18.94 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-15 18:36:14.43 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-15 18:42:13.74 00:00:00.20 HR 0000_0000000180843440 A3    2  4443
D 2016-04-15 18:51:11.06 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-15 18:57:08.37 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-15 19:06:07.52 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 19:12:03.23 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-15 19:21:04.18 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-15 19:26:57.89 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-15 19:36:00.69 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 19:41:52.56 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-15 19:50:57.13 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 19:56:47.17 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-15 20:05:53.55 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 20:11:41.21 00:00:00.00 HR 0000_0000000180843440 A3    1  4439
D 2016-04-15 20:20:50.07 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 20:26:35.51 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-15 20:35:46.55 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 20:41:30.00 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-15 20:50:43.03 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 20:56:24.23 00:00:00.20 HR 0000_0000000180843440 A3    2  4440
D 2016-04-15 21:05:39.49 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 21:11:18.69 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-15 21:20:35.97 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 21:26:12.76 00:00:00.00 HR 0000_0000000180843440 A3    1  4439
D 2016-04-15 21:35:32.27 00:00:00.20 HR 0000_0000000180598569 A1    2  4450
D 2016-04-15 21:41:06.85 00:00:00.00 HR 0000_0000000180843440 A3    1  4439
D 2016-04-15 21:50:28.64 00:00:00.20 HR 0000_0000000180598569 A1    2  4449
D 2016-04-15 21:56:00.83 00:00:00.00 HR 0000_0000000180843440 A3    1  4438
D 2016-04-15 22:05:24.98 00:00:00.20 HR 0000_0000000180598569 A1    2  4449
D 2016-04-15 22:10:54.88 00:00:00.00 HR 0000_0000000180843440 A3    1  4439
D 2016-04-15 22:20:21.32 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-15 22:25:48.89 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-15 22:35:17.76 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 22:40:43.12 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-15 22:50:13.98 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-15 22:55:36.92 00:00:00.21 HR 0000_0000000180843440 A3    2  4440
D 2016-04-15 23:05:10.42 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 23:10:30.92 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-15 23:20:06.84 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 23:25:24.73 00:00:00.20 HR 0000_0000000180843440 A3    2  4440
D 2016-04-15 23:35:03.06 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-15 23:40:18.74 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-15 23:49:59.50 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-15 23:55:12.56 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-16 00:04:55.93 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-16 00:10:06.40 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-16 00:19:52.19 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-16 00:25:00.23 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-16 00:34:48.62 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-16 00:39:54.04 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-16 00:49:44.85 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-16 00:54:47.85 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-16 01:04:41.29 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-16 01:09:41.87 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-16 01:19:37.49 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-16 01:24:35.65 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-16 01:34:33.90 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-16 01:39:29.67 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-16 01:49:30.35 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-16 01:54:23.68 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-16 02:04:26.78 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
