up
Upload #30
Reader: Noname  Site: AA
--------- upload 30 start ---------
E 2016-05-16 14:13:03.10 upload 29 complete
E 2016-05-16 14:19:03.73 supply power ok 12.1V
E 2016-05-16 14:19:03.73 database file opened
E 2016-05-16 14:19:03.73 starting reader after power up
D 2016-05-16 14:19:23.57 00:00:00.61 HA      900_226000080333 A1    4    79
D 2016-05-16 14:19:25.80 00:00:00.40 HA      900_226000080333 A1    3     7
D 2016-05-16 14:19:32.85 00:00:00.81 HR 0000_0000000181177678 A1    5    32
D 2016-05-16 14:19:35.68 00:00:00.20 HR 0000_0000000181177678 A1    2     9
D 2016-05-16 14:20:02.96 00:00:00.21 HA      900_226000080322 A3    2   274
D 2016-05-16 14:33:00.97 00:00:00.00 HR 0000_0000000180573731 A3    1  3862
D 2016-05-16 14:33:06.91 00:00:00.00 HR 0000_0000000180843403 A1    1  4027
D 2016-05-16 14:48:00.38 00:00:00.00 HR 0000_0000000180573731 A3    1  4466
D 2016-05-16 14:48:01.69 00:00:00.00 HR 0000_0000000180843403 A1    1  4443
D 2016-05-16 15:02:56.28 00:00:00.20 HR 0000_0000000180843403 A1    2  4442
D 2016-05-16 15:02:59.60 00:00:00.00 HR 0000_0000000180573731 A3    1  4465
D 2016-05-16 15:17:51.12 00:00:00.00 HR 0000_0000000180843403 A1    1  4442
D 2016-05-16 15:17:58.46 00:00:00.20 HR 0000_0000000180573731 A3    2  4463
D 2016-05-16 15:32:45.98 00:00:00.00 HR 0000_0000000180843403 A1    1  4443
D 2016-05-16 15:32:57.36 00:00:00.00 HR 0000_0000000180573731 A3    1  4462
D 2016-05-16 15:47:40.62 00:00:00.20 HR 0000_0000000180843403 A1    2  4442
D 2016-05-16 15:47:56.02 00:00:00.21 HR 0000_0000000180573731 A3    2  4462
D 2016-05-16 16:02:35.45 00:00:00.00 HR 0000_0000000180843403 A1    1  4442
D 2016-05-16 16:02:54.68 00:00:00.00 HR 0000_0000000180573731 A3    1  4461
D 2016-05-16 16:17:30.25 00:00:00.00 HR 0000_0000000180843403 A1    1  4443
D 2016-05-16 16:17:53.10 00:00:00.00 HR 0000_0000000180573731 A3    1  4461
D 2016-05-16 16:32:25.26 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 16:32:51.75 00:00:00.00 HR 0000_0000000180573731 A3    1  4462
D 2016-05-16 16:47:20.32 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 16:47:50.42 00:00:00.00 HR 0000_0000000180573731 A3    1  4462
E 2016-05-16 16:55:00.01 12.0V 0.20A 0.84A 0.00A 0.85A 0.00A  1N  0N  1N  
D 2016-05-16 17:02:15.32 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 17:02:48.84 00:00:00.00 HR 0000_0000000180573731 A3    1  4461
D 2016-05-16 17:17:10.31 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 17:17:47.27 00:00:00.00 HR 0000_0000000180573731 A3    1  4461
D 2016-05-16 17:32:05.55 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 17:32:45.72 00:00:00.00 HR 0000_0000000180573731 A3    1  4461
D 2016-05-16 17:47:00.57 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 17:47:43.96 00:00:00.21 HR 0000_0000000180573731 A3    2  4460
D 2016-05-16 18:01:55.57 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 18:02:42.20 00:00:00.20 HR 0000_0000000180573731 A3    2  4459
D 2016-05-16 18:16:50.61 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 18:17:40.44 00:00:00.00 HR 0000_0000000180573731 A3    1  4459
D 2016-05-16 18:31:45.63 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 18:32:38.49 00:00:00.00 HR 0000_0000000180573731 A3    1  4459
D 2016-05-16 18:46:40.66 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 18:47:36.34 00:00:00.00 HR 0000_0000000180573731 A3    1  4458
D 2016-05-16 19:01:35.50 00:00:00.00 HR 0000_0000000180843403 A1    1  4443
D 2016-05-16 19:02:34.19 00:00:00.00 HR 0000_0000000180573731 A3    1  4458
D 2016-05-16 19:16:30.50 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 19:17:32.01 00:00:00.00 HR 0000_0000000180573731 A3    1  4458
D 2016-05-16 19:31:25.69 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
E 2016-05-16 19:32:00.01 12.0V 0.20A 0.83A 0.00A 0.84A 0.00A  0N  0N  0N  
D 2016-05-16 19:32:29.62 00:00:00.00 HR 0000_0000000180573731 A3    1  4457
D 2016-05-16 19:46:20.70 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 19:47:27.04 00:00:00.00 HR 0000_0000000180573731 A3    1  4456
D 2016-05-16 20:01:15.70 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 20:02:24.27 00:00:00.00 HR 0000_0000000180573731 A3    1  4455
D 2016-05-16 20:16:10.72 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 20:17:21.50 00:00:00.00 HR 0000_0000000180573731 A3    1  4455
D 2016-05-16 20:31:05.73 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 20:32:18.51 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2016-05-16 20:46:00.72 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-16 20:47:15.53 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2016-05-16 21:00:55.87 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 21:02:12.47 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2016-05-16 21:15:51.07 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 21:17:09.09 00:00:00.21 HR 0000_0000000180573731 A3    2  4452
D 2016-05-16 21:30:46.27 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 21:32:05.90 00:00:00.00 HR 0000_0000000180573731 A3    1  4452
D 2016-05-16 21:45:41.48 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 21:47:02.73 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2016-05-16 22:00:36.72 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 22:01:59.57 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
E 2016-05-16 22:09:00.01 11.9V 0.20A 0.84A 0.00A 0.83A 0.00A  0N  0N  0N  
D 2016-05-16 22:15:31.95 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 22:16:56.23 00:00:00.00 HR 0000_0000000180573731 A3    1  4452
D 2016-05-16 22:30:27.17 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 22:31:52.64 00:00:00.00 HR 0000_0000000180573731 A3    1  4451
D 2016-05-16 22:45:22.42 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 22:46:49.10 00:00:00.00 HR 0000_0000000180573731 A3    1  4451
D 2016-05-16 23:00:17.69 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-16 23:01:45.58 00:00:00.00 HR 0000_0000000180573731 A3    1  4451
D 2016-05-16 23:15:12.77 00:00:00.20 HR 0000_0000000180843403 A1    2  4444
D 2016-05-16 23:16:41.88 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-16 23:30:08.09 00:00:00.20 HR 0000_0000000180843403 A1    2  4444
D 2016-05-16 23:31:38.41 00:00:00.00 HR 0000_0000000180573731 A3    1  4451
D 2016-05-16 23:45:03.40 00:00:00.20 HR 0000_0000000180843403 A1    2  4444
D 2016-05-16 23:46:34.91 00:00:00.00 HR 0000_0000000180573731 A3    1  4451
D 2016-05-16 23:59:58.67 00:00:00.00 HR 0000_0000000180843403 A1    1  4444
D 2016-05-17 00:01:31.21 00:00:00.20 HR 0000_0000000180573731 A3    2  4450
D 2016-05-17 00:14:54.18 00:00:00.00 HR 0000_0000000180843403 A1    1  4446
D 2016-05-17 00:16:27.70 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 00:29:49.45 00:00:00.20 HR 0000_0000000180843403 A1    2  4445
D 2016-05-17 00:31:24.00 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 00:44:44.94 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
E 2016-05-17 00:46:00.01 11.8V 0.20A 0.84A 0.00A 0.82A 0.00A  0N  0N  1N  
D 2016-05-17 00:46:20.10 00:00:00.00 HR 0000_0000000180573731 A3    1  4449
D 2016-05-17 00:59:40.23 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 01:01:16.38 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 01:14:35.71 00:00:00.00 HR 0000_0000000180843403 A1    1  4446
D 2016-05-17 01:16:12.67 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 01:29:31.37 00:00:00.00 HR 0000_0000000180843403 A1    1  4447
D 2016-05-17 01:31:08.72 00:00:00.20 HR 0000_0000000180573731 A3    2  4449
D 2016-05-17 01:44:26.80 00:00:00.00 HR 0000_0000000180843403 A1    1  4446
D 2016-05-17 01:46:05.16 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 01:59:22.04 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 02:01:01.42 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 02:14:17.28 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 02:15:57.65 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 02:29:12.72 00:00:00.00 HR 0000_0000000180843403 A1    1  4446
D 2016-05-17 02:30:53.91 00:00:00.21 HR 0000_0000000180573731 A3    2  4450
D 2016-05-17 02:44:07.97 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 02:45:50.15 00:00:00.00 HR 0000_0000000180573731 A3    1  4449
D 2016-05-17 02:59:03.24 00:00:00.20 HR 0000_0000000180843403 A1    2  4445
D 2016-05-17 03:00:46.42 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 03:13:58.66 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 03:15:42.65 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
E 2016-05-17 03:23:00.01 11.7V 0.20A 0.84A 0.00A 0.81A 0.00A  0N  0N  0N  
D 2016-05-17 03:28:53.94 00:00:00.21 HR 0000_0000000180843403 A1    2  4445
D 2016-05-17 03:30:38.75 00:00:00.00 HR 0000_0000000180573731 A3    1  4449
D 2016-05-17 03:43:49.37 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 03:45:34.99 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
D 2016-05-17 03:58:44.82 00:00:00.00 HR 0000_0000000180843403 A1    1  4446
D 2016-05-17 04:00:31.45 00:00:00.00 HR 0000_0000000180573731 A3    1  4451
D 2016-05-17 04:13:40.03 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 04:15:27.85 00:00:00.21 HR 0000_0000000180573731 A3    2  4451
D 2016-05-17 04:28:35.28 00:00:00.00 HR 0000_0000000180843403 A1    1  4445
D 2016-05-17 04:30:24.34 00:00:00.00 HR 0000_0000000180573731 A3    1  4450
