up
Upload #71
Reader: Noname  Site: AA
--------- upload 71 start ---------
E 2016-06-06 08:40:44.14 upload 70 complete
E 2016-06-06 08:43:01.94 supply power ok 11.4V
E 2016-06-06 08:43:01.94 database file opened
E 2016-06-06 08:43:01.95 starting reader after power up
D 2016-06-06 08:44:09.41 00:00:00.40 HA      900_226000080322 A3    3   305
D 2016-06-06 08:44:23.49 00:00:00.40 HA      900_226000080322 A3    3    67
D 2016-06-06 08:44:24.50 00:00:01.61 HA      900_226000080322 A3    9     2
D 2016-06-06 08:45:05.76 00:00:00.20 HR 0000_0000000180843440 A3    2   196
D 2016-06-06 08:45:21.77 00:00:01.20 HA      900_226000080333 A1    7   663
D 2016-06-06 08:45:31.02 00:00:01.21 HR 0000_0000000181177678 A1    7    39
D 2016-06-06 08:45:32.83 23:59:59.21 HR 0000_0000000181177678 A1    2     2
D 2016-06-06 08:45:37.86 00:00:00.00 HR 0000_0000000180598569 A1    1    23
D 2016-06-06 09:00:04.65 00:00:00.00 HR 0000_0000000180843440 A3    1  4463
D 2016-06-06 09:00:34.56 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 09:15:03.65 00:00:00.00 HR 0000_0000000180843440 A3    1  4464
D 2016-06-06 09:15:31.12 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-06-06 09:30:02.76 00:00:00.00 HR 0000_0000000180843440 A3    1  4465
D 2016-06-06 09:30:28.03 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 09:45:02.05 00:00:00.00 HR 0000_0000000180843440 A3    1  4466
D 2016-06-06 09:45:24.70 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 10:00:02.15 00:00:00.00 HR 0000_0000000180843440 A3    1  4470
D 2016-06-06 10:00:21.37 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 10:15:02.01 00:00:00.20 HR 0000_0000000180843440 A3    2  4469
D 2016-06-06 10:15:18.22 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-06-06 10:30:02.28 00:00:00.00 HR 0000_0000000180843440 A3    1  4470
D 2016-06-06 10:30:14.85 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 10:45:02.40 00:00:00.00 HR 0000_0000000180843440 A3    1  4470
D 2016-06-06 10:45:11.76 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-06-06 11:00:02.51 00:00:00.00 HR 0000_0000000180843440 A3    1  4470
D 2016-06-06 11:00:08.45 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-06-06 11:15:02.64 00:00:00.00 HR 0000_0000000180843440 A3    1  4470
D 2016-06-06 11:15:05.36 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 11:30:02.16 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 11:30:02.66 00:00:00.00 HR 0000_0000000180843440 A3    1  4469
D 2016-06-06 11:44:59.17 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-06-06 11:45:03.09 00:00:00.00 HR 0000_0000000180843440 A3    1  4471
D 2016-06-06 11:59:55.97 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-06-06 12:00:03.32 00:00:00.00 HR 0000_0000000180843440 A3    1  4470
D 2016-06-06 12:14:53.02 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-06-06 12:15:03.39 00:00:00.00 HR 0000_0000000180843440 A3    1  4469
D 2016-06-06 12:29:50.42 00:00:00.00 HR 0000_0000000180598569 A1    1  4456
D 2016-06-06 12:30:03.61 00:00:00.00 HR 0000_0000000180843440 A3    1  4470
D 2016-06-06 12:44:48.26 00:00:00.00 HR 0000_0000000180598569 A1    1  4458
