ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.24 Tx                 A3 0.78 A4 0.97 EA 0.55   11.9 V     3.3 V   13:34:33.07
Rx 0.23 Tx                 A3 0.78 A4 0.97 EA 0.55   11.9 V     3.3 V   13:34:33.58
Rx 0.20 Tx                 A3 0.78 A4 0.97 EA 0.53   11.9 V     3.3 V   13:34:34.10

>up
Upload #27
Reader: UPSTREAM 34  Site: AA
--------- upload 27 start ---------
E 2017-05-22 13:32:40.42 upload 26 complete
E 2017-05-22 13:33:21.19 supply power ok 11.7V
E 2017-05-22 13:33:21.19 database file opened
E 2017-05-22 13:33:21.19 starting reader after power up
D 2017-05-22 13:34:17.73 00:00:00.00 HR 0000_0000000180573731 A4    1   257
D 2017-05-22 13:37:43.19 00:00:00.00 HR 0000_0000000180598569 A3    1  1278
E 2017-05-22 13:44:55.14 supply power ok 12.2V
E 2017-05-22 13:44:55.14 database file opened
E 2017-05-22 13:44:55.14 starting reader after power up
D 2017-05-22 13:45:10.01 00:00:00.60 HA      900_226000791702 A4    4    50
D 2017-05-22 13:45:12.03 00:00:00.60 HA      900_226000791702 A4    4     6
D 2017-05-22 13:49:14.63 00:00:00.00 HR 0000_0000000180573731 A4    1  1201
D 2017-05-22 13:52:39.88 00:00:00.00 HR 0000_0000000180598569 A3    1  2285
E 2017-05-22 13:57:49.00 supply power ok 12.3V
E 2017-05-22 13:57:49.00 database file opened
E 2017-05-22 13:57:49.00 starting reader after power up
D 2017-05-22 13:58:07.31 00:00:01.00 HA      900_228000093608 A4    6    67
D 2017-05-22 14:04:11.31 00:00:00.00 HR 0000_0000000180573731 A4    1  1802
D 2017-05-22 14:19:08.24 00:00:00.00 HR 0000_0000000180573731 A4    1  4453
D 2017-05-22 14:34:05.17 00:00:00.00 HR 0000_0000000180573731 A4    1  4453
D 2017-05-22 14:49:02.07 00:00:00.00 HR 0000_0000000180573731 A4    1  4453
D 2017-05-22 14:52:26.35 00:00:00.00 HR 0000_0000000180598569 A3    1 16252
D 2017-05-22 15:03:58.93 00:00:00.00 HR 0000_0000000180573731 A4    1  4453
D 2017-05-22 15:18:56.04 00:00:00.00 HR 0000_0000000180573731 A4    1  4454
D 2017-05-22 15:22:19.94 00:00:00.00 HR 0000_0000000180598569 A3    1  8906
D 2017-05-22 15:33:53.19 00:00:00.00 HR 0000_0000000180573731 A4    1  4454
