ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.78 A2 0.78                 EA 0.73   12.0 V     3.3 V   14:49:32.88
Rx 0.23 Tx A1 1.79 A2 0.78                 EA 0.75   11.9 V     3.3 V   14:49:33.39
Rx 0.21 Tx A1 1.78 A2 0.78                 EA 0.73   12.0 V     3.3 V   14:49:33.90

>up
Upload #13
Reader: DOWNSTREAM 12  Site: AA
--------- upload 13 start ---------
E 2017-05-08 15:28:51.95 upload 12 complete
E 2017-05-08 15:30:06.70 supply power ok 12.6V
E 2017-05-08 15:30:06.70 database file opened
E 2017-05-08 15:30:06.70 starting reader after power up
D 2017-05-08 15:30:10.35 00:00:00.00 HR 0000_0000000180843403 A2    1    15
D 2017-05-08 15:31:02.71 00:00:00.80 HA      900_226000791733 A2    5   259
D 2017-05-08 15:31:04.32 00:00:00.81 HA      900_226000791733 A2    5     3
D 2017-05-08 15:31:07.14 00:00:00.40 HA      900_226000791733 A2    3     9
D 2017-05-08 15:31:18.12 00:00:00.00 HA      900_226000791733 A1    1   351
D 2017-05-08 15:31:19.52 00:00:00.21 HA      900_226000791733 A1    2     6
D 2017-05-08 15:33:55.03 00:00:00.00 HR 0000_0000000180843440 A1    1   770
D 2017-05-08 15:45:04.77 00:00:00.00 HR 0000_0000000180843403 A2    1  4156
D 2017-05-08 15:48:49.23 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-08 15:59:58.95 00:00:00.00 HR 0000_0000000180843403 A2    1  4439
D 2017-05-08 16:03:43.63 00:00:00.00 HR 0000_0000000180843440 A1    1  4440
D 2017-05-08 16:14:53.18 00:00:00.20 HR 0000_0000000180843403 A2    2  4439
D 2017-05-08 16:18:38.05 00:00:00.00 HR 0000_0000000180843440 A1    1  4440
D 2017-05-08 16:29:47.40 00:00:00.00 HR 0000_0000000180843403 A2    1  4438
D 2017-05-08 16:33:32.27 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-08 16:44:41.80 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-08 16:48:26.45 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-08 16:59:35.97 00:00:00.00 HR 0000_0000000180843403 A2    1  4439
