ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.22 Tx                 A3 0.75 A4 0.93 EA 0.52   11.7 V     3.3 V   10:42:10.85
Rx 0.21 Tx                 A3 0.74 A4 0.92 EA 0.51   11.7 V     3.3 V   10:42:11.37
Rx 0.20 Tx                 A3 0.74 A4 0.93 EA 0.51   11.7 V     3.3 V   10:42:11.88

>up
Upload #39
Reader: UPSTREAM 34  Site: AA
--------- upload 39 start ---------
E 2017-06-22 10:42:12.12 upload 38 complete
E 2017-06-22 10:50:14.32 supply power ok 12.5V
E 2017-06-22 10:50:14.32 database file opened
E 2017-06-22 10:50:14.32 starting reader after power up
D 2017-06-22 10:50:33.01 00:00:00.00 HA      900_226000791733 A4    1    69
D 2017-06-22 10:50:35.82 00:00:00.00 HA      900_226000791733 A4    1    13
D 2017-06-22 10:50:36.43 00:00:00.20 HA      900_226000791733 A4    2     2
D 2017-06-22 10:50:36.24 00:00:01.41 HA      900_226000791733 A4    3     2
D 2017-06-22 10:50:52.24 00:00:00.41 HA      900_226000791733 A3    3   165
D 2017-06-22 10:50:52.26 00:00:00.20 HA      900_226000791733 A3    2     2
D 2017-06-22 10:53:43.89 00:00:00.00 HR 0000_0000000180573731 A4    1   924
D 2017-06-22 11:03:59.64 00:00:00.00 HR 0000_0000000180598569 A3    1  3903
D 2017-06-22 11:08:42.29 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 11:18:58.01 00:00:00.00 HR 0000_0000000180598569 A3    1  4460
D 2017-06-22 11:23:40.85 00:00:00.00 HR 0000_0000000180573731 A4    1  4461
D 2017-06-22 11:33:56.39 00:00:00.00 HR 0000_0000000180598569 A3    1  4460
D 2017-06-22 11:38:39.46 00:00:00.00 HR 0000_0000000180573731 A4    1  4461
D 2017-06-22 11:48:54.80 00:00:00.00 HR 0000_0000000180598569 A3    1  4460
D 2017-06-22 11:53:38.06 00:00:00.00 HR 0000_0000000180573731 A4    1  4461
D 2017-06-22 12:03:53.22 00:00:00.00 HR 0000_0000000180598569 A3    1  4460
D 2017-06-22 12:08:36.71 00:00:00.00 HR 0000_0000000180573731 A4    1  4461
D 2017-06-22 12:18:51.87 00:00:00.00 HR 0000_0000000180598569 A3    1  4461
D 2017-06-22 12:23:35.12 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 12:38:33.55 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 12:48:48.93 00:00:00.00 HR 0000_0000000180598569 A3    1  8922
D 2017-06-22 12:53:32.18 00:00:00.00 HR 0000_0000000180573731 A4    1  4461
D 2017-06-22 13:08:31.18 00:00:00.00 HR 0000_0000000180573731 A4    1  4463
D 2017-06-22 13:18:45.49 00:00:00.00 HR 0000_0000000180598569 A3    1  8920
D 2017-06-22 13:23:30.35 00:00:00.00 HR 0000_0000000180573731 A4    1  4464
D 2017-06-22 13:33:43.70 00:00:00.00 HR 0000_0000000180598569 A3    1  4459
D 2017-06-22 13:38:29.56 00:00:00.00 HR 0000_0000000180573731 A4    1  4464
D 2017-06-22 13:48:41.93 00:00:00.00 HR 0000_0000000180598569 A3    1  4459
D 2017-06-22 13:53:28.61 00:00:00.00 HR 0000_0000000180573731 A4    1  4463
D 2017-06-22 14:08:27.61 00:00:00.00 HR 0000_0000000180573731 A4    1  4463
D 2017-06-22 14:23:26.61 00:00:00.00 HR 0000_0000000180573731 A4    1  4463
D 2017-06-22 14:38:25.65 00:00:00.00 HR 0000_0000000180573731 A4    1  4463
D 2017-06-22 14:53:24.67 00:00:00.00 HR 0000_0000000180573731 A4    1  4463
D 2017-06-22 15:03:31.74 00:00:00.00 HR 0000_0000000180598569 A3    1 22293
D 2017-06-22 15:08:23.25 00:00:00.20 HR 0000_0000000180573731 A4    2  4461
D 2017-06-22 15:18:29.35 00:00:00.00 HR 0000_0000000180598569 A3    1  4456
D 2017-06-22 15:23:22.29 00:00:00.00 HR 0000_0000000180573731 A4    1  4462
D 2017-06-22 15:38:21.12 00:00:00.00 HR 0000_0000000180573731 A4    1  4462
D 2017-06-22 15:53:19.51 00:00:00.20 HR 0000_0000000180573731 A4    2  4460
D 2017-06-22 16:03:22.55 00:00:00.00 HR 0000_0000000180598569 A3    1 13372
D 2017-06-22 16:08:18.10 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 16:23:16.51 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 16:38:14.85 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 16:48:15.90 00:00:00.00 HR 0000_0000000180598569 A3    1 13373
D 2017-06-22 16:53:13.21 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 17:08:11.56 00:00:00.00 HR 0000_0000000180573731 A4    1  4460
D 2017-06-22 17:18:11.53 00:00:00.00 HR 0000_0000000180598569 A3    1  8916
D 2017-06-22 17:23:09.67 00:00:00.20 HR 0000_0000000180573731 A4    2  4459
D 2017-06-22 17:38:07.83 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 17:48:06.65 00:00:00.00 HR 0000_0000000180598569 A3    1  8913
D 2017-06-22 17:53:06.00 00:00:00.00 HR 0000_0000000180573731 A4    1  4459
D 2017-06-22 18:08:03.95 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 18:18:01.34 00:00:00.20 HR 0000_0000000180598569 A3    2  8911
D 2017-06-22 18:23:01.91 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 18:32:58.70 00:00:00.00 HR 0000_0000000180598569 A3    1  4454
D 2017-06-22 18:37:59.68 00:00:00.20 HR 0000_0000000180573731 A4    2  4457
D 2017-06-22 18:47:55.68 00:00:00.00 HR 0000_0000000180598569 A3    1  4453
D 2017-06-22 18:52:57.83 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 19:02:52.85 00:00:00.00 HR 0000_0000000180598569 A3    1  4454
D 2017-06-22 19:07:55.64 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-22 19:17:49.85 00:00:00.00 HR 0000_0000000180598569 A3    1  4453
D 2017-06-22 19:22:53.63 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 19:37:51.60 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 19:52:49.56 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 20:07:47.48 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 20:22:45.42 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 20:37:43.23 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-22 20:47:30.58 00:00:00.00 HR 0000_0000000180598569 A3    1 26718
D 2017-06-22 20:52:41.23 00:00:00.00 HR 0000_0000000180573731 A4    1  4458
D 2017-06-22 21:02:27.36 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-22 21:07:38.83 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-22 21:22:36.44 00:00:00.20 HR 0000_0000000180573731 A4    2  4456
D 2017-06-22 21:32:20.55 00:00:00.00 HR 0000_0000000180598569 A3    1  8903
D 2017-06-22 21:37:34.42 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-22 21:47:17.18 00:00:00.20 HR 0000_0000000180598569 A3    2  4451
D 2017-06-22 21:52:32.07 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-22 22:02:14.01 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-22 22:07:29.89 00:00:00.21 HR 0000_0000000180573731 A4    2  4457
D 2017-06-22 22:22:27.93 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-22 22:32:07.46 00:00:00.00 HR 0000_0000000180598569 A3    1  8904
D 2017-06-22 22:37:25.75 00:00:00.21 HR 0000_0000000180573731 A4    2  4457
D 2017-06-22 22:47:04.09 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-22 22:52:23.63 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-22 23:02:00.74 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-22 23:07:21.46 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-22 23:22:19.28 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-22 23:31:54.37 00:00:00.00 HR 0000_0000000180598569 A3    1  8905
D 2017-06-22 23:37:16.89 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-22 23:46:51.16 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-22 23:52:14.70 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-23 00:01:47.75 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-23 00:07:12.32 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 00:22:10.14 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-23 00:31:40.00 00:00:00.00 HR 0000_0000000180598569 A3    1  8903
D 2017-06-23 00:37:07.76 00:00:00.21 HR 0000_0000000180573731 A4    2  4456
D 2017-06-23 00:52:05.73 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-23 01:01:34.17 00:00:00.00 HR 0000_0000000180598569 A3    1  8903
D 2017-06-23 01:07:03.34 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 01:16:30.58 00:00:00.00 HR 0000_0000000180598569 A3    1  4450
D 2017-06-23 01:22:00.79 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 01:31:27.23 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-23 01:36:58.43 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 01:46:23.68 00:00:00.00 HR 0000_0000000180598569 A3    1  4450
D 2017-06-23 01:51:55.88 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 02:06:53.50 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 02:21:50.90 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 02:31:13.51 00:00:00.00 HR 0000_0000000180598569 A3    1 13355
D 2017-06-23 02:36:48.33 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 02:46:10.11 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-23 02:51:46.13 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-23 03:01:06.91 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-23 03:06:43.53 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 03:21:40.90 00:00:00.21 HR 0000_0000000180573731 A4    2  4455
D 2017-06-23 03:36:38.50 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 03:51:35.89 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 04:06:33.09 00:00:00.20 HR 0000_0000000180573731 A4    2  4454
D 2017-06-23 04:15:50.01 00:00:00.00 HR 0000_0000000180598569 A3    1 22260
D 2017-06-23 04:21:30.67 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 04:36:28.07 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 04:45:43.13 00:00:00.00 HR 0000_0000000180598569 A3    1  8903
D 2017-06-23 04:51:25.36 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 05:00:39.48 00:00:00.00 HR 0000_0000000180598569 A3    1  4450
D 2017-06-23 05:06:22.94 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 05:15:36.07 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-23 05:21:20.53 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 05:36:18.13 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 05:45:28.88 00:00:00.00 HR 0000_0000000180598569 A3    1  8901
D 2017-06-23 05:51:15.77 00:00:00.20 HR 0000_0000000180573731 A4    2  4456
D 2017-06-23 06:00:25.26 00:00:00.00 HR 0000_0000000180598569 A3    1  4450
D 2017-06-23 06:06:13.37 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 06:21:10.80 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 06:36:08.22 00:00:00.20 HR 0000_0000000180573731 A4    2  4455
D 2017-06-23 06:51:05.80 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 07:00:11.65 00:00:00.00 HR 0000_0000000180598569 A3    1 17807
D 2017-06-23 07:06:03.22 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-23 07:15:08.33 00:00:00.00 HR 0000_0000000180598569 A3    1  4451
D 2017-06-23 07:21:00.88 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-23 07:30:04.79 00:00:00.00 HR 0000_0000000180598569 A3    1  4450
