ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx                 A3 0.84 A4 0.96 EA 0.54   11.7 V     3.3 V   14:19:16.96
Rx 0.20 Tx                 A3 0.84 A4 0.96 EA 0.55   11.7 V     3.3 V   14:19:17.48
Rx 0.21 Tx                 A3 0.85 A4 0.96 EA 0.55   11.7 V     3.3 V   14:19:17.99

>up
Upload #8
Reader: UPSTREAM 34  Site: AA
--------- upload 8 start ---------
E 2017-04-17 13:41:03.86 upload 7 complete
E 2017-04-17 13:52:07.82 supply power ok 12.2V
E 2017-04-17 13:52:07.82 database file opened
E 2017-04-17 13:52:07.82 starting reader after power up
D 2017-04-17 13:52:25.14 00:00:00.00 HA      900_226000791733 A4    1    67
D 2017-04-17 13:52:27.15 00:00:00.00 HA      900_226000791733 A4    1     9
D 2017-04-17 13:52:27.55 00:00:00.20 HA      900_226000791733 A4    2     1
D 2017-04-17 13:52:29.38 00:00:00.00 HA      900_226000791733 A4    1     7
D 2017-04-17 13:52:32.20 00:00:00.20 HA      900_226000791733 A4    2    13
D 2017-04-17 13:52:33.81 00:00:00.00 HA      900_226000791733 A4    1     6
D 2017-04-17 13:52:48.51 00:00:00.00 HA      900_226000791702 A4    1    72
D 2017-04-17 13:52:48.91 23:59:59.20 HA      900_226000791702 A4    2     1
D 2017-04-17 13:52:50.53 00:00:00.20 HA      900_226000791702 A4    2     6
D 2017-04-17 13:52:50.14 00:00:00.00 HA      900_226000791702 A4    1     1
D 2017-04-17 13:52:52.94 00:00:00.00 HA      900_226000791702 A4    1     3
D 2017-04-17 13:52:53.55 00:00:00.00 HA      900_226000791702 A4    1     7
D 2017-04-17 13:52:53.95 00:00:00.00 HA      900_226000791702 A4    1     1
D 2017-04-17 13:52:59.20 00:00:00.81 HA      900_228000093608 A4    5    25
D 2017-04-17 13:53:01.41 00:00:00.82 HA      900_228000093608 A4    5     6
D 2017-04-17 13:53:02.63 00:00:00.00 HA      900_228000093608 A4    1     1
D 2017-04-17 13:53:02.04 00:00:01.20 HA      900_228000093608 A4    2     1
D 2017-04-17 13:53:03.45 00:00:00.00 HA      900_228000093608 A4    1     5
D 2017-04-17 13:53:04.85 00:00:00.00 HA      900_228000093608 A4    1     1
D 2017-04-17 13:55:11.88 00:00:00.00 HR 0000_0000000180573731 A4    1   630
D 2017-04-17 14:10:09.60 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-04-17 14:12:14.55 00:00:01.01 HA      900_226000791733 A3    6  5974
D 2017-04-17 14:12:16.57 00:00:00.81 HA      900_226000791733 A3    5     4
D 2017-04-17 14:12:19.59 00:00:00.62 HA      900_226000791733 A3    4    10
D 2017-04-17 14:12:20.01 00:00:01.60 HA      900_226000791733 A3    4     3
D 2017-04-17 14:12:21.02 00:00:00.00 HA      900_226000791733 A3    1     1
D 2017-04-17 14:12:22.62 00:00:00.82 HA      900_226000791733 A3    5     2
D 2017-04-17 14:12:23.84 00:00:00.60 HA      900_226000791733 A3    4     1
D 2017-04-17 14:12:24.05 00:00:00.00 HA      900_226000791733 A3    1     2
D 2017-04-17 14:12:25.65 00:00:00.00 HA      900_226000791733 A3    1     2
D 2017-04-17 14:12:37.23 00:00:00.20 HA      900_226000791733 A4    2   732
D 2017-04-17 14:12:42.07 00:00:00.20 HA      900_226000791733 A4    2    22
D 2017-04-17 14:12:44.29 00:00:00.00 HA      900_226000791733 A4    1     9
D 2017-04-17 14:12:44.69 00:00:00.00 HA      900_226000791733 A4    1     1
D 2017-04-17 14:12:44.10 00:00:00.00 HA      900_226000791733 A4    1     1
D 2017-04-17 14:12:47.90 00:00:00.00 HA      900_226000791733 A4    1     8
D 2017-04-17 14:12:47.51 00:00:00.00 HA      900_226000791733 A4    1     2
D 2017-04-17 14:12:48.92 00:00:00.80 HA      900_226000791733 A4    5     6
D 2017-04-17 14:12:51.74 00:00:00.00 HA      900_226000791733 A4    1     4
D 2017-04-17 14:12:51.35 00:00:00.20 HA      900_226000791733 A4    2     2
D 2017-04-17 14:12:52.55 00:00:00.00 HA      900_226000791733 A4    1     4
D 2017-04-17 14:12:52.95 00:00:00.00 HA      900_226000791733 A4    1     1
D 2017-04-17 14:12:55.57 00:00:00.00 HA      900_226000791733 A4    1    12
D 2017-04-17 14:12:57.59 00:00:00.20 HA      900_226000791733 A4    2     9
D 2017-04-17 14:14:27.00 00:00:00.00 HA      900_228000093608 A4    1   442
D 2017-04-17 14:14:27.80 00:00:00.40 HA      900_228000093608 A4    3     3
D 2017-04-17 14:14:28.60 23:59:59.41 HA      900_228000093608 A4    3     1
