ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.76 A2 0.67                 EA 0.69   11.7 V     3.3 V   13:39:41.75
Rx 0.19 Tx A1 1.76 A2 0.67                 EA 0.69   11.7 V     3.3 V   13:39:42.27
Rx 0.25 Tx A1 1.76 A2 0.67                 EA 0.72   11.7 V     3.3 V   13:39:42.78

>up
Upload #27
Reader: DOWNSTREAM 12  Site: AA
--------- upload 27 start ---------
E 2017-06-08 13:34:33.68 upload 26 complete
E 2017-06-08 13:44:27.25 supply power ok 12.5V
E 2017-06-08 13:44:27.25 database file opened
E 2017-06-08 13:44:27.25 starting reader after power up
D 2017-06-08 13:44:31.18 00:00:00.41 HA      900_226000791733 A1    3    20
D 2017-06-08 13:44:32.58 00:00:00.00 HA      900_226000791733 A1    1     4
D 2017-06-08 13:44:56.25 00:00:00.60 HA      900_226000791733 A2    4   146
D 2017-06-08 13:45:00.07 00:00:00.41 HA      900_226000791733 A2    3    15
D 2017-06-08 13:45:00.88 00:00:01.81 HA      900_226000791733 A2   10     1
D 2017-06-08 13:45:03.30 00:00:01.60 HA      900_226000791733 A2    4     2
D 2017-06-08 13:45:04.51 00:00:00.00 HA      900_226000791733 A2    1     2
D 2017-06-08 13:45:04.91 00:00:00.61 HA      900_226000791733 A2    4     1
D 2017-06-08 13:45:06.72 00:00:00.00 HA      900_226000791733 A2    1     5
D 2017-06-08 13:45:39.05 00:00:00.00 HR 0000_0000000180843403 A1    1   329
D 2017-06-08 13:58:55.78 00:00:00.00 HR 0000_0000000180843440 A2    1  4116
D 2017-06-08 14:00:32.95 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-08 14:13:51.81 00:00:00.00 HR 0000_0000000180843440 A2    1  4448
D 2017-06-08 14:15:26.57 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-08 14:28:47.86 00:00:00.00 HR 0000_0000000180843440 A2    1  4448
D 2017-06-08 14:30:20.40 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-08 14:43:44.09 00:00:00.00 HR 0000_0000000180843440 A2    1  4449
D 2017-06-08 14:45:14.21 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-08 14:58:40.51 00:00:00.00 HR 0000_0000000180843440 A2    1  4450
D 2017-06-08 15:00:07.82 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-08 15:13:36.75 00:00:00.00 HR 0000_0000000180843440 A2    1  4449
D 2017-06-08 15:15:01.65 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-08 15:28:33.41 00:00:00.19 HR 0000_0000000180843440 A2    2  4451
D 2017-06-08 15:29:55.28 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-08 15:43:30.84 00:00:00.00 HR 0000_0000000180843440 A2    1  4454
D 2017-06-08 15:44:49.09 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
