ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.84 A2 0.78                 EA 0.74   12.5 V     3.3 V   14:43:42.35
Rx 0.20 Tx A1 1.82 A2 0.78                 EA 0.74   12.5 V     3.3 V   14:43:42.86
Rx 0.20 Tx A1 1.82 A2 0.78                 EA 0.73   12.5 V     3.3 V   14:43:43.39

>up
Upload #16
Reader: DOWNSTREAM 12  Site: AA
--------- upload 16 start ---------
E 2017-05-15 15:57:20.71 upload 15 complete
E 2017-05-15 15:58:16.04 supply power ok 12.9V
E 2017-05-15 15:58:16.04 database file opened
E 2017-05-15 15:58:16.04 starting reader after power up
D 2017-05-15 15:58:24.74 00:00:00.00 HA      900_226000791733 A2    1    45
D 2017-05-15 15:58:26.55 00:00:00.40 HA      900_226000791733 A2    3     8
D 2017-05-15 15:58:28.76 00:00:00.41 HA      900_226000791733 A2    3     8
D 2017-05-15 15:58:31.18 00:00:00.40 HA      900_226000791733 A2    3     9
D 2017-05-15 15:58:32.59 00:00:00.00 HA      900_226000791733 A2    1     4
D 2017-05-15 15:58:55.75 00:00:00.00 HA      900_226000791733 A2    1   114
D 2017-05-15 15:58:57.55 00:00:00.40 HA      900_226000791733 A2    3     3
D 2017-05-15 15:58:57.36 00:00:01.21 HA      900_226000791733 A2    7     1
D 2017-05-15 15:58:59.57 00:00:00.61 HA      900_226000791733 A2    4     4
D 2017-05-15 15:59:00.58 00:00:00.40 HA      900_226000791733 A2    3     1
D 2017-05-15 16:00:24.06 00:00:00.80 HA      900_226000791733 A1    5   637
D 2017-05-15 16:00:26.67 00:00:00.61 HA      900_226000791733 A1    4     8
D 2017-05-15 16:00:27.88 00:00:00.41 HA      900_226000791733 A1    3     2
D 2017-05-15 16:00:29.09 00:00:00.60 HA      900_226000791733 A1    4     3
D 2017-05-15 16:06:52.52 00:00:00.00 HR 0000_0000000180843440 A2    1  2340
D 2017-05-15 16:12:12.87 00:00:00.00 HR 0000_0000000180843403 A1    1  3490
D 2017-05-15 16:21:50.45 00:00:00.00 HR 0000_0000000180843440 A2    1  4457
D 2017-05-15 16:27:07.00 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-05-15 16:36:48.27 00:00:00.00 HR 0000_0000000180843440 A2    1  4457
D 2017-05-15 16:42:01.12 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-05-15 16:51:46.01 00:00:00.00 HR 0000_0000000180843440 A2    1  4458
D 2017-05-15 16:56:55.17 00:00:00.00 HR 0000_0000000180843403 A1    1  4441
D 2017-05-15 17:06:43.28 00:00:00.00 HR 0000_0000000180843440 A2    1  4455
D 2017-05-15 17:11:49.26 00:00:00.20 HR 0000_0000000180843403 A1    2  4439
D 2017-05-15 17:21:40.61 00:00:00.00 HR 0000_0000000180843440 A2    1  4455
D 2017-05-15 17:26:43.58 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 17:36:37.34 00:00:00.20 HR 0000_0000000180843440 A2    2  4452
D 2017-05-15 17:41:37.70 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 17:51:34.30 00:00:00.00 HR 0000_0000000180843440 A2    1  4452
D 2017-05-15 17:56:31.85 00:00:00.21 HR 0000_0000000180843403 A1    2  4439
D 2017-05-15 18:06:30.84 00:00:00.00 HR 0000_0000000180843440 A2    1  4451
D 2017-05-15 18:11:26.19 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 18:21:27.42 00:00:00.00 HR 0000_0000000180843440 A2    1  4451
D 2017-05-15 18:26:20.33 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 18:36:23.76 00:00:00.00 HR 0000_0000000180843440 A2    1  4450
D 2017-05-15 18:41:14.47 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 18:51:19.93 00:00:00.00 HR 0000_0000000180843440 A2    1  4449
D 2017-05-15 18:56:08.43 00:00:00.20 HR 0000_0000000180843403 A1    2  4438
D 2017-05-15 19:06:15.67 00:00:00.00 HR 0000_0000000180843440 A2    1  4447
D 2017-05-15 19:11:02.72 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 19:21:11.17 00:00:00.00 HR 0000_0000000180843440 A2    1  4446
D 2017-05-15 19:25:57.03 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 19:36:06.31 00:00:00.00 HR 0000_0000000180843440 A2    1  4444
D 2017-05-15 19:40:51.14 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 19:51:01.04 00:00:00.00 HR 0000_0000000180843440 A2    1  4442
D 2017-05-15 19:55:45.48 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 20:05:55.58 00:00:00.00 HR 0000_0000000180843440 A2    1  4441
D 2017-05-15 20:10:39.86 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 20:20:49.96 00:00:00.21 HR 0000_0000000180843440 A2    2  4440
D 2017-05-15 20:25:34.03 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 20:35:44.29 00:00:00.20 HR 0000_0000000180843440 A2    2  4439
D 2017-05-15 20:40:28.37 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 20:50:38.63 00:00:00.20 HR 0000_0000000180843440 A2    2  4439
D 2017-05-15 20:55:22.67 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 21:05:32.60 00:00:00.00 HR 0000_0000000180843440 A2    1  4437
D 2017-05-15 21:10:17.06 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 21:20:26.57 00:00:00.00 HR 0000_0000000180843440 A2    1  4438
D 2017-05-15 21:25:11.42 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 21:35:20.51 00:00:00.00 HR 0000_0000000180843440 A2    1  4438
D 2017-05-15 21:40:05.77 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 21:50:14.31 00:00:00.00 HR 0000_0000000180843440 A2    1  4437
D 2017-05-15 21:54:59.98 00:00:00.20 HR 0000_0000000180843403 A1    2  4439
D 2017-05-15 22:05:08.08 00:00:00.00 HR 0000_0000000180843440 A2    1  4437
D 2017-05-15 22:09:54.38 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-15 22:20:01.65 00:00:00.00 HR 0000_0000000180843440 A2    1  4436
D 2017-05-15 22:24:48.74 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-15 22:34:55.44 00:00:00.00 HR 0000_0000000180843440 A2    1  4437
D 2017-05-15 22:39:43.32 00:00:00.00 HR 0000_0000000180843403 A1    1  4441
D 2017-05-15 22:49:49.01 00:00:00.00 HR 0000_0000000180843440 A2    1  4436
D 2017-05-15 22:54:37.70 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
