ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.77 A2 0.68                 EA 0.71   11.7 V     3.3 V   10:52:14.81
Rx 0.20 Tx A1 1.69 A2 0.68                 EA 0.69   11.7 V     3.3 V   10:52:15.33
Rx 0.20 Tx A1 1.78 A2 0.68                 EA 0.72   11.7 V     3.3 V   10:52:15.84

>up
Upload #30
Reader: DOWNSTREAM 12  Site: AA
--------- upload 30 start ---------
E 2017-06-19 12:06:27.76 upload 29 complete
E 2017-06-19 12:13:26.53 supply power ok 12.5V
E 2017-06-19 12:13:26.53 database file opened
E 2017-06-19 12:13:26.53 starting reader after power up
D 2017-06-19 12:13:31.31 00:00:01.01 HA      900_226000791733 A1    6    20
D 2017-06-19 12:13:33.13 00:00:00.00 HR 0000_0000000180843403 A1    1     3
D 2017-06-19 12:15:15.32 00:00:00.00 HR 0000_0000000180843440 A2    1   537
D 2017-06-19 12:28:26.63 00:00:00.20 HR 0000_0000000180843403 A1    2  4436
D 2017-06-19 12:30:13.27 00:00:00.00 HR 0000_0000000180843440 A2    1  4458
D 2017-06-19 12:43:20.42 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-19 12:45:11.09 00:00:00.00 HR 0000_0000000180843440 A2    1  4457
D 2017-06-19 12:58:14.00 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-19 13:00:08.68 00:00:00.00 HR 0000_0000000180843440 A2    1  4456
D 2017-06-19 13:13:07.58 00:00:00.20 HR 0000_0000000180843403 A1    2  4436
D 2017-06-19 13:15:06.89 00:00:00.00 HR 0000_0000000180843440 A2    1  4459
D 2017-06-19 13:28:01.34 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-19 13:42:55.11 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 13:45:02.70 00:00:00.00 HR 0000_0000000180843440 A2    1  8916
D 2017-06-19 13:57:48.90 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 14:00:00.70 00:00:00.20 HR 0000_0000000180843440 A2    2  4458
D 2017-06-19 14:12:42.69 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 14:27:36.46 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 14:29:57.73 00:00:00.00 HR 0000_0000000180843440 A2    1  8921
D 2017-06-19 14:42:30.22 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 14:44:56.13 00:00:00.00 HR 0000_0000000180843440 A2    1  4460
D 2017-06-19 14:57:23.98 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 14:59:54.52 00:00:00.00 HR 0000_0000000180843440 A2    1  4460
D 2017-06-19 15:12:17.55 00:00:00.20 HR 0000_0000000180843403 A1    2  4436
D 2017-06-19 15:14:52.52 00:00:00.00 HR 0000_0000000180843440 A2    1  4458
D 2017-06-19 15:27:11.33 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-19 15:29:50.14 00:00:00.00 HR 0000_0000000180843440 A2    1  4456
D 2017-06-19 15:42:04.86 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
D 2017-06-19 15:44:47.48 00:00:00.00 HR 0000_0000000180843440 A2    1  4455
D 2017-06-19 15:56:58.40 00:00:00.20 HR 0000_0000000180843403 A1    2  4436
D 2017-06-19 15:59:44.63 00:00:00.00 HR 0000_0000000180843440 A2    1  4454
D 2017-06-19 16:11:52.36 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 16:26:46.14 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 16:29:37.84 00:00:00.00 HR 0000_0000000180843440 A2    1  8903
D 2017-06-19 16:44:33.86 00:00:00.00 HR 0000_0000000180843440 A2    1  4448
D 2017-06-19 16:56:33.93 00:00:00.00 HR 0000_0000000180843403 A1    1  8876
D 2017-06-19 16:59:29.25 00:00:00.20 HR 0000_0000000180843440 A2    2  4445
D 2017-06-19 17:11:28.08 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-06-19 17:14:25.03 00:00:00.00 HR 0000_0000000180843440 A2    1  4446
D 2017-06-19 17:26:22.09 00:00:00.20 HR 0000_0000000180843403 A1    2  4438
D 2017-06-19 17:29:20.22 00:00:00.00 HR 0000_0000000180843440 A2    1  4444
D 2017-06-19 17:41:16.25 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 17:56:10.21 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 17:59:10.55 00:00:00.00 HR 0000_0000000180843440 A2    1  8889
D 2017-06-19 18:11:04.19 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 18:14:05.54 00:00:00.00 HR 0000_0000000180843440 A2    1  4443
D 2017-06-19 18:25:58.15 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 18:40:52.28 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-06-19 18:43:55.83 00:00:00.00 HR 0000_0000000180843440 A2    1  8889
D 2017-06-19 18:55:46.23 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 18:58:51.02 00:00:00.00 HR 0000_0000000180843440 A2    1  4444
D 2017-06-19 19:10:40.18 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 19:13:46.16 00:00:00.00 HR 0000_0000000180843440 A2    1  4444
D 2017-06-19 19:25:34.12 00:00:00.20 HR 0000_0000000180843403 A1    2  4438
D 2017-06-19 19:28:41.11 00:00:00.00 HR 0000_0000000180843440 A2    1  4443
D 2017-06-19 19:40:28.07 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-19 19:43:36.09 00:00:00.00 HR 0000_0000000180843440 A2    1  4443
D 2017-06-19 19:55:22.04 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 19:58:30.83 00:00:00.00 HR 0000_0000000180843440 A2    1  4442
D 2017-06-19 20:10:15.97 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-06-19 20:13:25.36 00:00:00.00 HR 0000_0000000180843440 A2    1  4441
