ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.72                         EA 0.95   12.2 V     3.3 V   14:30:00.51
Rx 0.20 Tx A1 1.72 A2 0.80                 EA 0.71   12.2 V     3.3 V   14:30:01.04
Rx 0.20 Tx A1 1.72 A2 0.80                 EA 0.71   12.2 V     3.3 V   14:30:01.55

>up
Upload #11
Reader: DOWNSTREAM 12  Site: AA
--------- upload 11 start ---------
E 2017-05-05 15:08:28.73 upload 10 complete
E 2017-05-05 15:09:43.82 supply power ok 12.5V
E 2017-05-05 15:09:43.82 database file opened
E 2017-05-05 15:09:43.82 starting reader after power up
D 2017-05-05 15:09:49.21 00:00:00.40 HA      900_226000791733 A1    3    29
D 2017-05-05 15:09:51.02 00:00:00.00 HA      900_226000791733 A1    1     6
D 2017-05-05 15:10:02.00 00:00:00.40 HA      900_226000791733 A2    3    91
D 2017-05-05 15:10:06.23 00:00:00.80 HA      900_226000791733 A2    5    18
D 2017-05-05 15:15:54.57 00:00:00.00 HR 0000_0000000180843403 A2    1  1725
D 2017-05-05 15:16:23.86 00:00:00.21 HR 0000_0000000180843440 A1    2  1950
D 2017-05-05 15:30:48.93 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 15:31:18.23 00:00:00.00 HR 0000_0000000180843440 A1    1  4440
D 2017-05-05 15:45:42.90 00:00:00.21 HR 0000_0000000180843403 A2    2  4439
D 2017-05-05 15:46:12.60 00:00:00.00 HR 0000_0000000180843440 A1    1  4441
D 2017-05-05 16:00:37.09 00:00:00.20 HR 0000_0000000180843403 A2    2  4439
D 2017-05-05 16:01:06.77 00:00:00.20 HR 0000_0000000180843440 A1    2  4440
D 2017-05-05 16:15:31.32 00:00:00.00 HR 0000_0000000180843403 A2    1  4439
D 2017-05-05 16:16:01.03 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 16:30:25.50 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 16:30:55.19 00:00:00.00 HR 0000_0000000180843440 A1    1  4440
D 2017-05-05 16:45:19.72 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 16:45:49.41 00:00:00.00 HR 0000_0000000180843440 A1    1  4440
D 2017-05-05 17:00:13.90 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 17:00:43.41 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 17:15:08.32 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 17:15:37.41 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 17:30:02.52 00:00:00.19 HR 0000_0000000180843403 A2    2  4440
D 2017-05-05 17:30:31.41 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 17:44:56.90 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 17:45:25.19 00:00:00.00 HR 0000_0000000180843440 A1    1  4438
D 2017-05-05 17:59:51.28 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 18:00:19.17 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 18:14:45.46 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 18:15:13.15 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 18:29:39.84 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 18:30:06.92 00:00:00.00 HR 0000_0000000180843440 A1    1  4438
D 2017-05-05 18:44:34.19 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 18:45:00.67 00:00:00.00 HR 0000_0000000180843440 A1    1  4438
D 2017-05-05 18:59:28.58 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 18:59:54.44 00:00:00.00 HR 0000_0000000180843440 A1    1  4438
D 2017-05-05 19:14:22.78 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 19:14:48.45 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 19:29:17.16 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 19:29:42.42 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 19:44:11.53 00:00:00.00 HR 0000_0000000180843403 A2    1  4441
D 2017-05-05 19:44:36.41 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 19:59:05.74 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 19:59:30.41 00:00:00.00 HR 0000_0000000180843440 A1    1  4439
D 2017-05-05 20:13:59.97 00:00:00.00 HR 0000_0000000180843403 A2    1  4440
D 2017-05-05 20:14:24.63 00:00:00.00 HR 0000_0000000180843440 A1    1  4440
D 2017-05-05 20:28:54.19 00:00:00.20 HR 0000_0000000180843403 A2    2  4440
D 2017-05-05 20:29:18.45 00:00:00.20 HR 0000_0000000180843440 A1    2  4438
D 2017-05-05 20:43:48.70 00:00:00.00 HR 0000_0000000180843403 A2    1  4436
D 2017-05-05 20:44:12.40 00:00:00.20 HR 0000_0000000180843440 A1    2  4432
E 2017-05-06 16:04:47.90 supply power ok 12.7V
E 2017-05-06 16:04:47.91 database file opened
E 2017-05-06 16:04:47.91 starting reader after power up
D 2017-05-06 16:30:36.76 00:00:01.21 HA      900_226000791702 A1    7  7629
D 2017-05-06 16:30:39.78 00:00:00.81 HA      900_226000791702 A1    5     8
D 2017-05-06 16:30:42.20 00:00:01.21 HA      900_226000791702 A1    7     7
D 2017-05-06 16:30:43.81 00:00:01.61 HA      900_226000791702 A1    9     1
D 2017-05-06 16:30:50.66 00:00:01.00 HA      900_226000791702 A1    6    25
D 2017-05-06 16:30:53.08 00:00:01.21 HA      900_226000791702 A1    7     6
D 2017-05-06 16:31:06.16 00:00:00.60 HA      900_226000791702 A1    4    58
