ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx                 A3 0.79 A4 0.95 EA 0.53   11.8 V     3.3 V   13:14:29.65
Rx 0.20 Tx                 A3 0.77 A4 0.95 EA 0.52   11.8 V     3.3 V   13:14:30.17
Rx 0.20 Tx                 A3 0.78 A4 0.95 EA 0.52   11.8 V     3.3 V   13:14:30.68

>up
Upload #34
Reader: UPSTREAM 34  Site: AA
--------- upload 34 start ---------
E 2017-06-05 11:27:25.73 upload 33 complete
E 2017-06-05 11:41:27.08 supply power ok 12.4V
E 2017-06-05 11:41:27.08 database file opened
E 2017-06-05 11:41:27.08 starting reader after power up
D 2017-06-05 11:41:47.77 00:00:00.00 HA      900_226000791733 A4    1    79
D 2017-06-05 11:41:47.18 00:00:00.00 HA      900_226000791733 A4    1     1
D 2017-06-05 11:41:50.59 00:00:00.00 HA      900_226000791733 A4    1    11
D 2017-06-05 11:41:54.02 00:00:00.00 HA      900_226000791733 A4    1    16
D 2017-06-05 11:41:55.44 00:00:00.00 HA      900_226000791733 A4    1     6
D 2017-06-05 11:48:12.99 00:00:00.00 HR 0000_0000000180573731 A4    1  1874
D 2017-06-05 11:50:44.73 00:00:00.00 HR 0000_0000000180598569 A3    1  2746
D 2017-06-05 12:03:10.53 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 12:05:41.45 00:00:00.20 HR 0000_0000000180598569 A3    2  4452
D 2017-06-05 12:11:47.06 00:00:00.61 HA      900_226000791733 A4    4  2564
D 2017-06-05 12:11:49.69 00:00:00.00 HA      900_226000791733 A4    1     9
D 2017-06-05 12:11:51.70 00:00:00.20 HA      900_226000791733 A4    2     4
D 2017-06-05 12:11:58.16 00:00:00.40 HA      900_226000791733 A4    3    35
D 2017-06-05 12:12:16.98 00:00:00.00 HA      900_226000791733 A3    1  1962
D 2017-06-05 12:12:19.20 00:00:00.00 HA      900_226000791733 A3    1    10
D 2017-06-05 12:12:19.60 00:00:00.00 HA      900_226000791733 A3    1     1
D 2017-06-05 12:12:19.01 00:00:00.00 HA      900_226000791733 A3    1     1
D 2017-06-05 12:12:26.45 00:00:00.00 HA      900_226000791733 A3    1    31
D 2017-06-05 12:18:08.10 00:00:00.00 HR 0000_0000000180573731 A4    1  1834
D 2017-06-05 12:20:38.42 00:00:00.00 HR 0000_0000000180598569 A3    1  2442
D 2017-06-05 12:33:05.66 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 12:35:35.19 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-05 12:48:03.26 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 12:50:31.97 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-05 13:03:00.80 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 13:05:28.73 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-05 13:17:58.38 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 13:32:56.15 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-05 13:35:22.47 00:00:00.00 HR 0000_0000000180598569 A3    1  8906
D 2017-06-05 13:47:53.73 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 13:50:19.23 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-05 14:02:51.27 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 14:05:15.95 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-05 14:17:48.83 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 14:32:46.39 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 14:35:09.66 00:00:00.00 HR 0000_0000000180598569 A3    1  8906
D 2017-06-05 14:47:43.89 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 14:50:06.36 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-05 15:02:41.41 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 15:17:38.91 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 15:32:36.62 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-05 15:34:57.10 00:00:00.00 HR 0000_0000000180598569 A3    1 13361
D 2017-06-05 15:47:34.34 00:00:00.00 HR 0000_0000000180573731 A4    1  4457
D 2017-06-05 15:49:53.98 00:00:00.00 HR 0000_0000000180598569 A3    1  4453
D 2017-06-05 16:02:32.02 00:00:00.20 HR 0000_0000000180573731 A4    2  4457
D 2017-06-05 16:04:51.07 00:00:00.00 HR 0000_0000000180598569 A3    1  4454
D 2017-06-05 16:17:29.75 00:00:00.00 HR 0000_0000000180573731 A4    1  4456
D 2017-06-05 16:19:48.18 00:00:00.00 HR 0000_0000000180598569 A3    1  4454
D 2017-06-05 16:32:27.26 00:00:00.20 HR 0000_0000000180573731 A4    2  4456
D 2017-06-05 16:47:24.80 00:00:00.20 HR 0000_0000000180573731 A4    2  4455
D 2017-06-05 16:49:41.85 00:00:00.00 HR 0000_0000000180598569 A3    1  8906
D 2017-06-05 17:02:22.17 00:00:00.00 HR 0000_0000000180573731 A4    1  4454
D 2017-06-05 17:04:38.60 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-06-05 17:17:19.49 00:00:00.20 HR 0000_0000000180573731 A4    2  4455
D 2017-06-05 17:32:16.83 00:00:00.21 HR 0000_0000000180573731 A4    2  4454
D 2017-06-05 17:34:32.07 00:00:00.00 HR 0000_0000000180598569 A3    1  8905
D 2017-06-05 17:47:14.41 00:00:00.00 HR 0000_0000000180573731 A4    1  4455
D 2017-06-05 17:49:28.84 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
