ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.75 A2 0.68                 EA 0.69   11.5 V     3.3 V   12:06:14.03
Rx 0.21 Tx A1 1.75 A2 0.68                 EA 0.70   11.5 V     3.3 V   12:06:14.54
Rx 0.20 Tx A1 1.74 A2 0.68                 EA 0.70   11.5 V     3.3 V   12:06:15.07

>up
Upload #29
Reader: DOWNSTREAM 12  Site: AA
--------- upload 29 start ---------
E 2017-06-15 11:56:44.11 upload 28 complete
E 2017-06-15 12:10:05.05 supply power ok 12.5V
E 2017-06-15 12:10:05.05 database file opened
E 2017-06-15 12:10:05.05 starting reader after power up
D 2017-06-15 12:10:14.67 00:00:00.40 HA      900_226000791733 A1    3    49
D 2017-06-15 12:10:16.08 00:00:00.20 HA      900_226000791733 A1    2     4
D 2017-06-15 12:10:17.09 00:00:00.20 HA      900_226000791733 A1    2     3
D 2017-06-15 12:10:32.69 00:00:01.61 HA      900_226000791733 A2    9   139
D 2017-06-15 12:14:03.16 00:00:00.00 HR 0000_0000000180843440 A2    1  1030
D 2017-06-15 12:22:52.28 00:00:00.00 HR 0000_0000000180843403 A1    1  3732
D 2017-06-15 12:28:59.91 00:00:00.00 HR 0000_0000000180843440 A2    1  4442
D 2017-06-15 12:37:46.08 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-15 12:43:56.96 00:00:00.00 HR 0000_0000000180843440 A2    1  4453
D 2017-06-15 12:52:39.87 00:00:00.21 HR 0000_0000000180843403 A1    2  4437
D 2017-06-15 12:58:54.15 00:00:00.00 HR 0000_0000000180843440 A2    1  4454
D 2017-06-15 13:07:33.85 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-15 13:13:51.77 00:00:00.00 HR 0000_0000000180843440 A2    1  4456
D 2017-06-15 13:22:27.64 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-15 13:28:49.18 00:00:00.20 HR 0000_0000000180843440 A2    2  4455
D 2017-06-15 13:37:21.44 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-15 13:43:46.98 00:00:00.00 HR 0000_0000000180843440 A2    1  4456
D 2017-06-15 13:52:15.16 00:00:00.20 HR 0000_0000000180843403 A1    2  4437
D 2017-06-15 13:58:44.34 00:00:00.00 HR 0000_0000000180843440 A2    1  4455
D 2017-06-15 14:07:09.12 00:00:00.00 HR 0000_0000000180843403 A1    1  4437
D 2017-06-15 14:13:41.55 00:00:00.00 HR 0000_0000000180843440 A2    1  4454
D 2017-06-15 14:22:02.70 00:00:00.00 HR 0000_0000000180843403 A1    1  4436
