up
Upload #13
Reader: Noname  Site: AA
--------- upload 13 start ---------
E 2015-04-30 16:39:20.57 upload 12 complete
E 2015-04-30 16:41:50.62 supply power ok 12.0V
E 2015-04-30 16:41:50.62 database file opened
E 2015-04-30 16:41:50.62 starting reader after power up
D 2015-04-30 16:42:54.88 00:00:00.81 HR 0000_0000000181177678 A3    5   287
D 2015-04-30 16:42:57.49 23:59:59.61 HR 0000_0000000181177678 A3    4     3
D 2015-04-30 16:43:22.66 00:00:00.41 HA      900_226000080268 A3    3   126
D 2015-04-30 16:43:24.07 00:00:01.01 HA      900_226000080268 A3    6     4
D 2015-04-30 16:43:26.29 00:00:00.20 HA      900_226000080268 A3    2     5
D 2015-04-30 16:43:26.89 23:59:59.20 HA      900_226000080268 A3    2     1
D 2015-04-30 16:55:17.68 00:00:00.00 HR 0000_0000000180573731 A3    1  3528
D 2015-04-30 17:10:15.72 00:00:00.00 HR 0000_0000000180573731 A3    1  4459
D 2015-04-30 17:25:13.82 00:00:00.00 HR 0000_0000000180573731 A3    1  4459
D 2015-04-30 17:40:11.72 00:00:00.00 HR 0000_0000000180573731 A3    1  4458
D 2015-04-30 17:55:09.64 00:00:00.20 HR 0000_0000000180573731 A3    2  4458
D 2015-04-30 18:10:07.59 00:00:00.00 HR 0000_0000000180573731 A3    1  4457
D 2015-04-30 18:25:05.90 00:00:00.00 HR 0000_0000000180573731 A3    1  4460
D 2015-04-30 18:40:03.83 00:00:00.00 HR 0000_0000000180573731 A3    1  4458
D 2015-04-30 18:55:01.80 00:00:00.00 HR 0000_0000000180573731 A3    1  4458
D 2015-04-30 19:09:59.34 00:00:00.00 HR 0000_0000000180573731 A3    1  4456
D 2015-04-30 19:24:56.86 00:00:00.00 HR 0000_0000000180573731 A3    1  4456
D 2015-04-30 19:39:54.36 00:00:00.00 HR 0000_0000000180573731 A3    1  4456
D 2015-04-30 19:54:51.75 00:00:00.00 HR 0000_0000000180573731 A3    1  4455
D 2015-04-30 20:09:48.92 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 20:24:46.32 00:00:00.00 HR 0000_0000000180573731 A3    1  4455
D 2015-04-30 20:39:43.53 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 20:54:40.73 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 21:09:37.98 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 21:24:35.15 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 21:39:32.34 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 21:54:29.56 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 22:09:26.59 00:00:00.20 HR 0000_0000000180573731 A3    2  4453
D 2015-04-30 22:24:23.81 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-04-30 22:39:20.98 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 22:54:18.02 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-04-30 23:09:15.04 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-04-30 23:24:12.08 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-04-30 23:39:09.32 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-04-30 23:54:06.36 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-05-01 00:09:03.45 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-05-01 00:24:00.69 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-05-01 00:38:57.94 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
D 2015-05-01 00:53:55.02 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-05-01 01:08:52.17 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-05-01 01:23:49.30 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-05-01 01:38:46.40 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-05-01 01:53:43.50 00:00:00.20 HR 0000_0000000180573731 A3    2  4453
D 2015-05-01 02:08:40.57 00:00:00.20 HR 0000_0000000180573731 A3    2  4452
D 2015-05-01 02:23:37.82 00:00:00.00 HR 0000_0000000180573731 A3    1  4453
D 2015-05-01 02:38:35.10 00:00:00.00 HR 0000_0000000180573731 A3    1  4454
