

>ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.22 Tx A1 0.81                         EA 0.50   11.1 V     3.3 V   10:14:06.34
Rx 0.21 Tx A1 0.82                         EA 0.51   11.1 V     3.3 V   10:14:06.85
Rx 0.23 Tx A1 0.81                         EA 0.52   11.1 V     3.3 V   10:14:07.38

>up
Upload #12
Reader: Noname  Site: AA
--------- upload 12 start ---------
E 2014-06-26 10:46:12.36 upload 11 complete
E 2014-06-26 10:47:24.10 supply power ok 12.5V
E 2014-06-26 10:47:24.11 database file opened
E 2014-06-26 10:47:24.11 starting reader after power up
D 2014-06-26 10:47:38.16 00:00:00.00 HR 0000_0000000181177664 A1    1   190
D 2014-06-26 10:47:38.29 00:00:00.05 HR 0000_0000000181177664 A1    2     2
D 2014-06-26 10:47:38.42 00:00:00.05 HR 0000_0000000181177664 A1    2     1
D 2014-06-26 10:47:38.60 00:00:00.05 HR 0000_0000000181177664 A1    2     2
D 2014-06-26 10:47:38.73 00:00:00.05 HR 0000_0000000181177664 A1    2     1
D 2014-06-26 10:47:38.21 00:00:00.00 HR 0000_0000000181177664 A1    1    10
D 2014-06-26 10:47:38.34 00:00:00.00 HR 0000_0000000181177664 A1    1     2
D 2014-06-26 10:47:38.47 00:00:00.00 HR 0000_0000000181177664 A1    1     2
D 2014-06-26 10:47:43.19 00:00:00.00 HR 0000_0000000181177664 A1    1    50
D 2014-06-26 10:47:43.32 00:00:00.05 HR 0000_0000000181177664 A1    2     2
D 2014-06-26 10:47:43.46 00:00:00.04 HR 0000_0000000181177664 A1    2     1
D 2014-06-26 10:47:43.63 00:00:00.00 HR 0000_0000000181177664 A1    1     2
D 2014-06-26 10:47:43.76 00:00:00.05 HR 0000_0000000181177664 A1    2     2
D 2014-06-26 10:47:43.26 00:00:00.00 HR 0000_0000000181177664 A1    1    12
D 2014-06-26 10:47:43.39 00:00:00.04 HR 0000_0000000181177664 A1    2     2
D 2014-06-26 10:47:49.91 00:00:00.05 HR 0000_0000000181177664 A1    2   105
D 2014-06-26 10:47:50.06 00:00:00.05 HR 0000_0000000181177664 A1    2     1
D 2014-06-26 10:47:50.23 00:00:00.05 HR 0000_0000000181177664 A1    2     2
D 2014-06-26 10:47:50.37 00:00:00.04 HR 0000_0000000181177664 A1    2     1
D 2014-06-26 10:47:50.54 00:00:00.05 HR 0000_0000000181177664 A1    2     2
D 2014-06-26 10:47:50.03 00:00:00.00 HR 0000_0000000181177664 A1    1    13
D 2014-06-26 10:47:50.15 00:00:00.00 HR 0000_0000000181177664 A1    1     2
D 2014-06-26 10:58:09.36 00:00:00.04 HR 0000_0000000180573731 A1    2 14855
D 2014-06-26 10:58:09.53 00:00:00.00 HR 0000_0000000180573731 A1    1     2
D 2014-06-26 11:08:41.71 00:00:00.05 HA      900_226000080347 A1    2 15204
D 2014-06-26 11:08:41.85 00:00:00.05 HA      900_226000080347 A1    2     1
D 2014-06-26 11:08:41.02 00:00:00.06 HA      900_226000080347 A1    2     2
D 2014-06-26 11:08:41.20 00:00:00.00 HA      900_226000080347 A1    1     2
D 2014-06-26 11:13:06.85 00:00:00.05 HA      900_226000080347 A1    2  6364
D 2014-06-26 11:13:06.04 00:00:00.05 HA      900_226000080347 A1    2     2
D 2014-06-26 11:13:06.17 00:00:00.05 HR 0000_0000000180573731 A1    2     1
D 2014-06-26 11:13:06.35 00:00:00.00 HR 0000_0000000180573731 A1    1     2
D 2014-06-26 11:13:06.39 00:00:00.00 HA      900_226000080347 A1    1     0
D 2014-06-26 11:13:06.48 00:00:00.05 HA      900_226000080347 A1    2     1
D 2014-06-26 11:28:04.90 00:00:00.05 HR 0000_0000000180573731 A1    2 21557
D 2014-06-26 11:28:05.04 00:00:00.00 HR 0000_0000000180573731 A1    1     1
E 2014-06-26 11:28:06.23 Kick start -- not scanning
D 2014-06-26 11:43:02.55 00:00:00.05 HR 0000_0000000180573731 A1    2 21548
D 2014-06-26 11:43:02.72 00:00:00.00 HR 0000_0000000180573731 A1    1     2
D 2014-06-26 11:58:00.27 00:00:00.00 HR 0000_0000000180573731 A1    1 21586
D 2014-06-26 11:58:00.40 00:00:00.04 HR 0000_0000000180573731 A1    2     2
D 2014-06-26 12:12:58.29 00:00:00.00 HR 0000_0000000180573731 A1    1 21593
D 2014-06-26 12:27:56.17 00:00:00.00 HR 0000_0000000180573731 A1    1 21595
D 2014-06-26 12:27:56.30 00:00:00.00 HR 0000_0000000180573731 A1    1     2
D 2014-06-26 12:42:54.26 00:00:00.00 HR 0000_0000000180573731 A1    1 21597
D 2014-06-26 12:42:54.35 00:00:00.05 HR 0000_0000000180573731 A1    2     1
D 2014-06-26 12:57:52.28 00:00:00.00 HR 0000_0000000180573731 A1    1 21596
D 2014-06-26 12:57:52.37 00:00:00.04 HR 0000_0000000180573731 A1    2     1
D 2014-06-26 13:12:50.55 00:00:00.05 HR 0000_0000000180573731 A1    2 21601
D 2014-06-26 13:12:50.68 00:00:00.00 HR 0000_0000000180573731 A1    1     1
D 2014-06-26 13:27:48.92 00:00:00.00 HR 0000_0000000180573731 A1    1 21604
D 2014-06-26 13:27:48.06 00:00:00.05 HR 0000_0000000180573731 A1    2     2
D 2014-06-26 13:42:47.45 00:00:00.05 HR 0000_0000000180573731 A1    2 21606
D 2014-06-26 13:57:45.82 00:00:00.05 HR 0000_0000000180573731 A1    2 21606
D 2014-06-26 14:12:44.27 00:00:00.00 HR 0000_0000000180573731 A1    1 21608
D 2014-06-26 14:12:44.40 00:00:00.00 HR 0000_0000000180573731 A1    1     2
D 2014-06-26 14:27:42.67 00:00:00.00 HR 0000_0000000180573731 A1    1 21605
D 2014-06-26 14:27:42.76 00:00:00.05 HR 0000_0000000180573731 A1    2     1
D 2014-06-26 14:42:41.25 00:00:00.05 HR 0000_0000000180573731 A1    2 21609
D 2014-06-26 14:42:41.39 00:00:00.04 HR 0000_0000000180573731 A1    2     1
D 2014-06-26 14:57:39.83 00:00:00.05 HR 0000_0000000180573731 A1    2 21608
D 2014-06-26 14:57:39.96 00:00:00.00 HR 0000_0000000180573731 A1    1     1
D 2014-06-26 15:12:38.24 00:00:00.00 HR 0000_0000000180573731 A1    1 21605
D 2014-06-26 15:12:38.32 00:00:00.05 HR 0000_0000000180573731 A1    2     1
D 2014-06-26 15:27:36.54 00:00:00.05 HR 0000_0000000180573731 A1    2 21604
D 2014-06-26 15:27:36.72 00:00:00.00 HR 0000_0000000180573731 A1    1     2
