
----------------------------------------
JN18122.log
detection date	time	duration	tag type	tag id	read count	empty record count	antenna num
06/15/12	06:53:49	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	07:08:44	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	07:23:38	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	07:38:33	00:00:00	R	0000_0000000174764773	2	4443	A1
06/15/12	07:53:27	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	08:08:22	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	08:23:16	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	08:38:10	00:00:00	R	0000_0000000174764773	1	4441	A1
06/15/12	08:53:05	00:00:00	R	0000_0000000174764773	2	4441	A1
06/15/12	09:07:59	00:00:00	R	0000_0000000174764773	1	4441	A1
06/15/12	09:22:53	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	09:37:47	00:00:00	R	0000_0000000174764773	1	4441	A1
06/15/12	09:52:42	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	10:07:36	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	10:22:30	00:00:00	R	0000_0000000174764773	2	4441	A1
06/15/12	10:37:25	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	10:52:19	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	11:07:13	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	11:22:08	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	11:37:02	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	11:51:57	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	12:06:51	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	12:21:45	00:00:00	R	0000_0000000174764773	2	4441	A1
06/15/12	12:36:39	00:00:00	R	0000_0000000174764773	1	4441	A1
06/15/12	12:51:34	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	13:06:28	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	13:21:22	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	13:36:17	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	13:51:11	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	14:06:05	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	14:21:00	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	14:35:54	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	14:50:48	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	15:05:43	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	15:20:37	00:00:00	R	0000_0000000174764773	2	4442	A1
06/15/12	15:35:31	00:00:00	R	0000_0000000174764773	1	4441	A1
06/15/12	15:50:26	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	16:05:21	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	16:20:15	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	16:35:10	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	16:50:05	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	17:05:00	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	17:19:54	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	17:34:49	00:00:00	R	0000_0000000174764773	1	4445	A1
06/15/12	17:49:44	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	18:04:39	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	18:19:33	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	18:34:28	00:00:00	R	0000_0000000174764773	2	4443	A1
06/15/12	18:49:23	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	19:04:17	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	19:19:12	00:00:00	R	0000_0000000174764773	2	4442	A1
06/15/12	19:34:06	00:00:00	R	0000_0000000174764773	2	4442	A1
06/15/12	19:49:01	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	20:03:56	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	20:18:50	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	20:33:45	00:00:00	R	0000_0000000174764773	1	4444	A1
06/15/12	20:48:40	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	21:03:34	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	21:18:29	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	21:33:23	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	21:48:18	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	22:03:12	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	22:18:07	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	22:33:02	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	22:47:56	00:00:00	R	0000_0000000174764773	1	4443	A1
06/15/12	23:02:51	00:00:00	R	0000_0000000174764773	1	4442	A1
06/15/12	23:17:45	00:00:00	R	0000_0000000174764773	2	4625	A1
06/15/12	23:32:40	00:00:00	R	0000_0000000174764773	1	4921	A1
06/15/12	23:47:35	00:00:00	R	0000_0000000174764773	1	6911	A1
06/16/12	00:02:29	00:00:00	R	0000_0000000174764773	1	6113	A1
06/16/12	00:17:24	00:00:00	R	0000_0000000174764773	1	4773	A1
06/16/12	00:32:18	00:00:00	R	0000_0000000174764773	2	4725	A1
06/16/12	00:47:13	00:00:00	R	0000_0000000174764773	1	4491	A1
06/16/12	01:02:08	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	01:17:02	00:00:00	R	0000_0000000174764773	1	4442	A1
