ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.59 A2 0.73                 EA 0.68   12.2 V     3.3 V   13:47:11.04
Rx 0.20 Tx A1 1.79 A2 0.73                 EA 0.73   12.2 V     3.3 V   13:47:11.55
Rx 0.20 Tx A1 1.75 A2 0.73                 EA 0.72   12.2 V     3.3 V   13:47:12.07

>up
Upload #17
Reader: DOWNSTREAM 12  Site: AA
--------- upload 17 start ---------
E 2017-05-16 14:43:48.45 upload 16 complete
E 2017-05-16 14:44:40.44 supply power ok 12.5V
E 2017-05-16 14:44:40.44 database file opened
E 2017-05-16 14:44:40.45 starting reader after power up
D 2017-05-16 14:45:09.25 00:00:02.42 HA      900_228000093600 A2   13   140
D 2017-05-16 14:45:23.84 00:00:03.02 HA      900_228000093600 A1   16   212
D 2017-05-16 14:48:29.10 00:00:00.00 HR 0000_0000000180843403 A1    1   904
D 2017-05-16 14:59:30.22 00:00:00.00 HR 0000_0000000180843440 A2    1  4263
D 2017-05-16 15:03:23.11 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-16 15:14:28.87 00:00:00.20 HR 0000_0000000180843440 A2    2  4462
D 2017-05-16 15:18:17.29 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-16 15:29:27.50 00:00:00.00 HR 0000_0000000180843440 A2    1  4461
D 2017-05-16 15:33:11.32 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-16 15:44:25.35 00:00:00.20 HR 0000_0000000180843440 A2    2  4458
D 2017-05-16 15:48:05.33 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-16 15:59:23.60 00:00:00.20 HR 0000_0000000180843440 A2    2  4459
D 2017-05-16 16:02:59.56 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-16 16:14:21.28 00:00:00.00 HR 0000_0000000180843440 A2    1  4456
D 2017-05-16 16:17:53.61 00:00:00.00 HR 0000_0000000180843403 A1    1  4439
D 2017-05-16 16:29:18.14 00:00:00.20 HR 0000_0000000180843440 A2    2  4453
D 2017-05-16 16:32:47.83 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-16 16:44:15.58 00:00:00.00 HR 0000_0000000180843440 A2    1  4455
D 2017-05-16 16:47:42.06 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
D 2017-05-16 16:59:12.83 00:00:00.00 HR 0000_0000000180843440 A2    1  4455
D 2017-05-16 17:02:36.28 00:00:00.00 HR 0000_0000000180843403 A1    1  4440
