ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx                 A3 0.86 A4 0.97 EA 0.55   11.9 V     3.3 V   15:05:30.17
Rx 0.21 Tx                 A3 0.86 A4 0.97 EA 0.55   11.9 V     3.3 V   15:05:30.68
Rx 0.20 Tx                 A3 0.86 A4 0.97 EA 0.55   11.9 V     3.3 V   15:05:31.20

>up
Upload #13
Reader: UPSTREAM 34  Site: AA
--------- upload 13 start ---------
E 2017-04-24 14:19:05.40 upload 12 complete
E 2017-04-24 14:26:04.97 supply power ok 12.2V
E 2017-04-24 14:26:04.97 database file opened
E 2017-04-24 14:26:04.98 starting reader after power up
D 2017-04-24 14:26:11.61 00:00:00.00 HR 0000_0000000180573731 A4    1    14
D 2017-04-24 14:26:21.68 00:00:00.00 HA      900_226000791733 A4    1    49
D 2017-04-24 14:26:24.10 00:00:00.00 HA      900_226000791733 A4    1    11
D 2017-04-24 14:26:26.12 00:00:00.00 HA      900_226000791733 A4    1     9
D 2017-04-24 14:26:28.33 00:00:00.21 HA      900_226000791733 A4    2    10
D 2017-04-24 14:26:28.94 00:00:00.00 HA      900_226000791733 A4    1     1
D 2017-04-24 14:26:28.35 00:00:00.00 HA      900_226000791733 A4    1     1
D 2017-04-24 14:26:43.74 00:00:00.42 HA      900_226000791733 A3    3   174
D 2017-04-24 14:26:44.96 00:00:00.40 HA      900_226000791733 A3    3     3
D 2017-04-24 14:28:36.92 00:00:00.00 HR 0000_0000000180598569 A3    1   553
D 2017-04-24 14:41:08.56 00:00:00.00 HR 0000_0000000180573731 A4    1  4365
D 2017-04-24 14:43:33.67 00:00:00.00 HR 0000_0000000180598569 A3    1  4452
D 2017-04-24 14:56:05.53 00:00:00.00 HR 0000_0000000180573731 A4    1  4453
D 2017-04-24 14:58:30.64 00:00:00.00 HR 0000_0000000180598569 A3    1  4453
D 2017-04-24 15:11:02.68 00:00:00.00 HR 0000_0000000180573731 A4    1  4454
D 2017-04-24 15:13:27.58 00:00:00.00 HR 0000_0000000180598569 A3    1  4453
D 2017-04-24 15:25:59.65 00:00:00.20 HR 0000_0000000180573731 A4    2  4453
D 2017-04-24 15:28:24.54 00:00:00.00 HR 0000_0000000180598569 A3    1  4453
D 2017-04-24 15:40:54.88 00:00:00.00 HR 0000_0000000181177668 A3    1  3725
D 2017-04-24 15:40:55.29 00:00:00.82 HR 0000_0000000181177668 A3    5     1
D 2017-04-24 15:40:56.81 00:00:00.00 HR 0000_0000000180573731 A4    1  4453
D 2017-04-24 15:43:21.51 00:00:00.00 HR 0000_0000000180598569 A3    1   721
D 2017-04-24 15:45:02.01 00:00:00.40 HR 0000_0000000181177668 A3    3   498
D 2017-04-24 15:45:09.46 00:00:00.20 HR 0000_0000000181177668 A3    2    34
D 2017-04-24 15:46:01.82 00:00:00.00 HR 0000_0000000181177668 A3    1   258
D 2017-04-24 15:46:02.22 00:00:00.40 HR 0000_0000000181177668 A3    3     1
D 2017-04-24 15:50:31.58 00:00:01.21 HR 0000_0000000181177668 A4    7  2853
D 2017-04-24 15:50:33.20 00:00:00.20 HR 0000_0000000181177668 A4    2     1
D 2017-04-24 15:55:54.00 00:00:00.00 HR 0000_0000000180573731 A4    1  1591
D 2017-04-24 15:58:18.48 00:00:00.00 HR 0000_0000000180598569 A3    1  3653
D 2017-04-24 16:10:51.12 00:00:00.00 HR 0000_0000000180573731 A4    1  4454
