ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.20 Tx A1 1.44 A2 0.83                 EA 0.66   11.9 V     3.3 V   13:46:17.36
Rx 0.20 Tx A1 1.65 A2 0.83                 EA 0.72   11.9 V     3.3 V   13:46:17.87
Rx 0.20 Tx A1 1.60 A2 0.83                 EA 0.70   11.9 V     3.3 V   13:46:18.39

>up
Upload #18
Reader: DOWNSTREAM 12  Site: AA
--------- upload 18 start ---------
E 2017-05-18 13:47:18.97 upload 17 complete
E 2017-05-18 13:54:30.77 supply power ok 12.7V
E 2017-05-18 13:54:30.77 database file opened
E 2017-05-18 13:54:30.77 starting reader after power up
D 2017-05-18 13:54:46.07 00:00:00.60 HA      900_226000791733 A2    4    73
D 2017-05-18 13:54:48.48 00:00:00.00 HA      900_226000791733 A2    1     8
D 2017-05-18 13:54:50.50 00:00:00.40 HA      900_226000791733 A2    3     9
D 2017-05-18 13:54:59.76 00:00:00.20 HA      900_226000791733 A2    2    43
D 2017-05-18 13:55:20.30 00:00:00.00 HA      900_226000791733 A2    1   100
D 2017-05-18 13:55:20.70 00:00:00.00 HA      900_226000791733 A2    1     1
D 2017-05-18 13:55:22.11 00:00:00.60 HA      900_226000791733 A2    4     6
D 2017-05-18 13:55:23.53 00:00:00.81 HA      900_226000791733 A2    5     3
D 2017-05-18 13:55:45.97 00:00:00.41 HA      900_226000791733 A1    3   369
D 2017-05-18 13:55:46.98 00:00:00.40 HA      900_226000791733 A1    3     2
D 2017-05-18 13:56:42.96 00:00:03.23 HA      900_226000791733 A1   17   275
D 2017-05-18 13:56:47.20 00:00:01.60 HA      900_226000791733 A1    9     4
D 2017-05-18 13:59:55.89 00:00:00.00 HR 0000_0000000180843403 A1    1   928
D 2017-05-18 14:01:33.86 00:00:00.00 HR 0000_0000000180843440 A2    1  1834
D 2017-05-18 14:14:50.05 00:00:00.20 HR 0000_0000000180843403 A1    2  4439
D 2017-05-18 14:16:32.87 00:00:00.00 HR 0000_0000000180843440 A2    1  4463
D 2017-05-18 14:29:44.31 00:00:00.00 HR 0000_0000000180843403 A1    1  4438
D 2017-05-18 14:31:31.95 00:00:00.21 HR 0000_0000000180843440 A2    2  4463
D 2017-05-18 14:44:38.49 00:00:00.20 HR 0000_0000000180843403 A1    2  4438
D 2017-05-18 14:46:31.35 00:00:00.00 HR 0000_0000000180843440 A2    1  4463
