

>ad
                           supply                    supply     clock
                            amps                      volts     volts
Rx 0.21 Tx         A2 0.93                 EA 0.45   11.7 V     3.2 V   12:23:39.54
Rx 0.23 Tx         A2 0.92                 EA 0.46   11.7 V     3.2 V   12:23:40.06
Rx 0.24 Tx         A2 0.93                 EA 0.47   11.7 V     3.2 V   12:23:40.57
Rx 0.23 Tx         A2 0.93                 EA 0.45   11.7 V     3.2 V   12:23:41.09

>up
Upload #6
Reader: Noname  Site: AA
--------- upload 6 start ---------
E 2014-06-02 14:38:20.76 upload 5 complete
E 2014-06-02 14:40:27.25 supply power ok 12.2V
E 2014-06-02 14:40:27.25 database file opened
E 2014-06-02 14:40:27.25 starting reader after power up
D 2014-06-02 14:40:59.24 00:00:00.00 HR 0000_0000000181177664 A2    1   414
D 2014-06-02 14:40:59.37 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:40:59.49 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:02.06 00:00:00.00 HR 0000_0000000181177664 A2    1    40
D 2014-06-02 14:41:02.19 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:02.32 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:09.51 00:00:00.00 HR 0000_0000000181177664 A2    1   114
D 2014-06-02 14:41:09.63 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:09.76 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:25.06 00:00:00.00 HR 0000_0000000181177664 A2    1   244
D 2014-06-02 14:41:25.19 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:25.32 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:28.63 00:00:00.00 HR 0000_0000000181177664 A2    1    52
D 2014-06-02 14:41:28.76 00:00:00.00 HR 0000_0000000181177664 A2    1     1
D 2014-06-02 14:41:38.86 00:00:00.00 HA      900_226000080255 A2    1   161
D 2014-06-02 14:41:38.00 00:00:00.00 HA      900_226000080255 A2    1     1
D 2014-06-02 14:41:38.13 00:00:00.00 HA      900_226000080255 A2    1     1
D 2014-06-02 14:41:53.42 00:00:00.00 HA      900_226000080255 A2    1   228
D 2014-06-02 14:41:53.54 00:00:00.00 HA      900_226000080255 A2    1     1
D 2014-06-02 14:42:18.41 00:00:00.00 HA      900_226000080255 A2    1   397
D 2014-06-02 15:48:21.97 00:00:00.00 HR 0000_0000000180843440 A2    1 63698
D 2014-06-02 16:18:13.13 00:00:00.00 HR 0000_0000000180843440 A2    1 28785
D 2014-06-02 16:48:04.19 00:00:00.00 HR 0000_0000000180843440 A2    1 28783
D 2014-06-02 17:17:55.25 00:00:00.00 HR 0000_0000000180843440 A2    1 28783
D 2014-06-02 17:47:46.53 00:00:00.00 HR 0000_0000000180843440 A2    1 28787
D 2014-06-02 17:47:46.65 00:00:00.00 HR 0000_0000000180843440 A2    1     1
D 2014-06-02 18:17:37.72 00:00:00.00 HR 0000_0000000180843440 A2    1 28784
D 2014-06-02 18:17:37.85 00:00:00.00 HR 0000_0000000180843440 A2    1     1
D 2014-06-02 18:32:33.07 00:00:00.00 HR 0000_0000000180843440 A2    1 14386
D 2014-06-02 18:32:33.19 00:00:00.00 HR 0000_0000000180843440 A2    1     1
D 2014-06-02 18:47:28.34 00:00:00.00 HR 0000_0000000180843440 A2    1 14385
D 2014-06-02 18:47:28.47 00:00:00.00 HR 0000_0000000180843440 A2    1     1
D 2014-06-02 19:02:23.90 00:00:00.00 HR 0000_0000000180843440 A2    1 14390
D 2014-06-02 19:02:23.04 00:00:00.00 HR 0000_0000000180843440 A2    1     1
D 2014-06-02 19:17:19.39 00:00:00.00 HR 0000_0000000180843440 A2    1 14389
D 2014-06-02 19:17:19.52 00:00:00.00 HR 0000_0000000180843440 A2    1     1
D 2014-06-02 19:32:14.88 00:00:00.00 HR 0000_0000000180843440 A2    1 14389
D 2014-06-02 19:32:14.01 00:00:00.00 HR 0000_0000000180843440 A2    1     1
D 2014-06-02 19:47:10.33 00:00:00.00 HR 0000_0000000180843440 A2    1 14388
D 2014-06-02 20:17:00.95 00:00:00.00 HR 0000_0000000180843440 A2    1 28777
