up
Upload #54
Reader: Noname  Site: AA
--------- upload 54 start ---------
E 2016-04-25 12:41:06.11 upload 53 complete
E 2016-04-25 12:43:08.22 supply power ok 11.7V
E 2016-04-25 12:43:08.23 database file opened
E 2016-04-25 12:43:08.23 starting reader after power up
D 2016-04-25 12:43:38.78 00:00:00.00 HR 0000_0000000180598569 A1    1   121
D 2016-04-25 12:44:02.95 00:00:00.61 HA      900_226000080333 A1    4   119
D 2016-04-25 12:44:06.18 00:00:00.20 HA      900_226000080333 A1    2    12
D 2016-04-25 12:44:06.78 00:00:00.61 HA      900_226000080333 A1    4     1
D 2016-04-25 12:44:07.79 23:59:59.40 HA      900_226000080333 A1    3     1
D 2016-04-25 12:44:08.59 00:00:02.22 HA      900_226000080333 A1   12     1
D 2016-04-25 12:44:11.41 00:00:03.02 HA      900_226000080333 A1   16     2
D 2016-04-25 12:44:14.83 23:59:59.41 HA      900_226000080333 A1    3     1
D 2016-04-25 12:44:21.88 00:00:01.22 HR 0000_0000000181177678 A1    7    32
D 2016-04-25 12:44:23.50 00:00:00.60 HR 0000_0000000181177678 A1    4     1
D 2016-04-25 12:48:34.49 00:00:00.00 HR 0000_0000000180843440 A3    1  1589
D 2016-04-25 12:50:17.57 00:00:00.40 HA      900_226000080333 A3    3   511
D 2016-04-25 12:50:56.82 00:00:00.21 HA      900_226000080333 A3    2   192
D 2016-04-25 12:51:00.45 00:00:00.20 HR 0000_0000000181177678 A3    2    16
D 2016-04-25 12:58:36.03 00:00:00.20 HR 0000_0000000180598569 A1    2  4230
D 2016-04-25 13:03:32.92 00:00:00.00 HR 0000_0000000180843440 A3    1  3735
D 2016-04-25 13:13:33.52 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 13:18:31.24 00:00:00.00 HR 0000_0000000180843440 A3    1  4460
D 2016-04-25 13:28:30.82 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 13:33:29.56 00:00:00.00 HR 0000_0000000180843440 A3    1  4460
D 2016-04-25 13:43:27.93 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-25 13:48:27.66 00:00:00.00 HR 0000_0000000180843440 A3    1  4459
D 2016-04-25 13:58:25.20 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 14:03:25.53 00:00:00.00 HR 0000_0000000180843440 A3    1  4458
D 2016-04-25 14:13:22.47 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 14:18:23.21 00:00:00.00 HR 0000_0000000180843440 A3    1  4457
D 2016-04-25 14:28:19.96 00:00:00.00 HR 0000_0000000180598569 A1    1  4456
D 2016-04-25 14:33:20.69 00:00:00.00 HR 0000_0000000180843440 A3    1  4456
D 2016-04-25 14:43:17.25 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 14:48:18.01 00:00:00.00 HR 0000_0000000180843440 A3    1  4455
D 2016-04-25 14:58:14.53 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 15:03:15.29 00:00:00.00 HR 0000_0000000180843440 A3    1  4455
D 2016-04-25 15:13:11.82 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 15:18:12.57 00:00:00.00 HR 0000_0000000180843440 A3    1  4455
D 2016-04-25 15:28:09.10 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 15:33:09.66 00:00:00.00 HR 0000_0000000180843440 A3    1  4454
D 2016-04-25 15:43:06.58 00:00:00.00 HR 0000_0000000180598569 A1    1  4456
D 2016-04-25 15:48:06.31 00:00:00.20 HR 0000_0000000180843440 A3    2  4452
D 2016-04-25 15:58:03.86 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-25 16:03:02.98 00:00:00.00 HR 0000_0000000180843440 A3    1  4451
D 2016-04-25 16:13:00.91 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-25 16:17:59.25 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-25 16:27:57.77 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-25 16:32:55.10 00:00:00.00 HR 0000_0000000180843440 A3    1  4448
D 2016-04-25 16:42:54.69 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-25 16:47:51.00 00:00:00.00 HR 0000_0000000180843440 A3    1  4448
D 2016-04-25 16:57:51.57 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-25 17:02:47.08 00:00:00.00 HR 0000_0000000180843440 A3    1  4449
D 2016-04-25 17:12:48.42 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-25 17:17:42.70 00:00:00.00 HR 0000_0000000180843440 A3    1  4447
D 2016-04-25 17:27:45.09 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-04-25 17:32:38.38 00:00:00.00 HR 0000_0000000180843440 A3    1  4447
D 2016-04-25 17:42:41.98 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-25 17:47:33.86 00:00:00.00 HR 0000_0000000180843440 A3    1  4446
D 2016-04-25 17:57:38.65 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-25 18:02:29.13 00:00:00.00 HR 0000_0000000180843440 A3    1  4445
D 2016-04-25 18:12:35.32 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-25 18:17:24.37 00:00:00.00 HR 0000_0000000180843440 A3    1  4445
D 2016-04-25 18:27:31.78 00:00:00.20 HR 0000_0000000180598569 A1    2  4451
D 2016-04-25 18:32:19.46 00:00:00.00 HR 0000_0000000180843440 A3    1  4444
D 2016-04-25 18:42:28.51 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 18:47:14.35 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-25 18:57:25.02 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 19:02:09.25 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-25 19:12:21.54 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 19:17:04.18 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-25 19:26:34.95 00:00:01.62 HR 0000_0000000181177663 A1    9  4237
D 2016-04-25 19:26:41.30 00:00:00.20 HR 0000_0000000181177663 A3    2  2865
D 2016-04-25 19:26:41.90 00:00:00.00 HR 0000_0000000181177663 A3    1     1
D 2016-04-25 19:26:44.82 00:00:00.00 HR 0000_0000000181177663 A1    1    40
D 2016-04-25 19:27:18.25 00:00:00.00 HR 0000_0000000180598569 A1    1   165
D 2016-04-25 19:31:59.07 00:00:00.00 HR 0000_0000000180843440 A3    1  1574
D 2016-04-25 19:42:14.76 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 19:46:53.78 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-25 19:57:11.13 00:00:00.20 HR 0000_0000000180598569 A1    2  4450
D 2016-04-25 20:01:48.13 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-25 20:12:07.64 00:00:00.21 HR 0000_0000000180598569 A1    2  4450
D 2016-04-25 20:16:42.61 00:00:00.20 HR 0000_0000000180843440 A3    2  4441
D 2016-04-25 20:27:04.17 00:00:00.00 HR 0000_0000000180598569 A1    1  4450
D 2016-04-25 20:31:37.12 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-25 20:42:00.71 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 20:46:31.47 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-25 20:56:57.06 00:00:00.20 HR 0000_0000000180598569 A1    2  4450
D 2016-04-25 21:01:26.19 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-25 21:11:53.55 00:00:00.20 HR 0000_0000000180598569 A1    2  4450
D 2016-04-25 21:16:20.85 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-25 21:26:50.24 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 21:31:15.14 00:00:00.00 HR 0000_0000000180843440 A3    1  4440
D 2016-04-25 21:41:46.76 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 21:46:09.43 00:00:00.20 HR 0000_0000000180843440 A3    2  4440
D 2016-04-25 21:56:43.19 00:00:00.20 HR 0000_0000000180598569 A1    2  4451
D 2016-04-25 22:01:03.83 00:00:00.20 HR 0000_0000000180843440 A3    2  4440
D 2016-04-25 22:11:39.79 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 22:15:58.44 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-25 22:26:36.26 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 22:30:52.87 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-25 22:41:32.68 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 22:45:47.31 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-25 22:56:29.14 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 23:00:41.74 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-25 23:11:25.61 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 23:15:36.23 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-25 23:26:22.13 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 23:30:30.69 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-25 23:41:18.41 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-25 23:45:25.27 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-25 23:56:14.82 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 00:00:19.26 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-26 00:11:11.27 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 00:15:13.50 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-26 00:26:07.75 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 00:30:07.78 00:00:00.20 HR 0000_0000000180843440 A3    2  4442
D 2016-04-26 00:38:43.95 00:00:00.61 HR 0000_0000000181177663 A1    4  3756
D 2016-04-26 00:41:04.25 00:00:00.00 HR 0000_0000000180598569 A1    1   693
D 2016-04-26 00:56:00.54 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-04-26 00:59:56.53 00:00:00.00 HR 0000_0000000180843440 A3    1  8885
D 2016-04-26 01:10:57.01 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 01:14:51.01 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 01:25:53.53 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 01:29:45.52 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 01:40:50.04 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 01:44:40.01 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 01:55:46.56 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 02:10:43.08 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 02:14:29.01 00:00:00.00 HR 0000_0000000180843440 A3    1  8887
D 2016-04-26 02:25:39.59 00:00:00.20 HR 0000_0000000180598569 A1    2  4453
D 2016-04-26 02:29:23.51 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 02:40:36.26 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 02:44:18.15 00:00:00.00 HR 0000_0000000180843440 A3    1  4444
D 2016-04-26 02:55:32.71 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 02:59:12.63 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 03:10:29.21 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 03:14:07.30 00:00:00.00 HR 0000_0000000180843440 A3    1  4444
D 2016-04-26 03:25:25.72 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 03:29:01.59 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-26 03:40:22.01 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 03:43:56.07 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 03:55:18.31 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-04-26 03:58:50.56 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 04:10:14.77 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 04:13:45.01 00:00:00.00 HR 0000_0000000180843440 A3    1  4443
D 2016-04-26 04:25:11.23 00:00:00.20 HR 0000_0000000180598569 A1    2  4453
D 2016-04-26 04:28:39.25 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-26 04:40:07.68 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 04:43:33.48 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-26 04:55:04.12 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 04:58:27.51 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-26 05:10:00.56 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 05:13:21.53 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-26 05:24:57.00 00:00:00.20 HR 0000_0000000180598569 A1    2  4453
D 2016-04-26 05:28:15.75 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-26 05:39:53.44 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-04-26 05:43:10.00 00:00:00.00 HR 0000_0000000180843440 A3    1  4442
D 2016-04-26 05:54:50.00 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 05:58:04.35 00:00:00.00 HR 0000_0000000180843440 A3    1  4441
D 2016-04-26 06:09:46.47 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 06:12:58.43 00:00:00.20 HR 0000_0000000180843440 A3    2  4440
D 2016-04-26 06:24:42.94 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-04-26 06:27:53.09 00:00:00.20 HR 0000_0000000180843440 A3    2  4442
D 2016-04-26 06:39:39.58 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 06:42:47.91 00:00:00.21 HR 0000_0000000180843440 A3    2  4443
D 2016-04-26 06:54:36.19 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 06:57:42.89 00:00:00.00 HR 0000_0000000180843440 A3    1  4444
D 2016-04-26 07:09:32.78 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 07:12:37.94 00:00:00.00 HR 0000_0000000180843440 A3    1  4445
D 2016-04-26 07:24:29.46 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 07:27:33.02 00:00:00.20 HR 0000_0000000180843440 A3    2  4444
D 2016-04-26 07:39:26.15 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 07:42:28.69 00:00:00.00 HR 0000_0000000180843440 A3    1  4446
D 2016-04-26 07:54:22.62 00:00:00.00 HR 0000_0000000180598569 A1    1  4451
D 2016-04-26 07:57:24.95 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-26 08:09:19.27 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 08:12:21.20 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-26 08:24:15.92 00:00:00.21 HR 0000_0000000180598569 A1    2  4452
D 2016-04-26 08:27:18.05 00:00:00.00 HR 0000_0000000180843440 A3    1  4453
D 2016-04-26 08:39:12.78 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 08:42:14.50 00:00:00.00 HR 0000_0000000180843440 A3    1  4451
D 2016-04-26 08:54:09.44 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 08:57:10.57 00:00:00.00 HR 0000_0000000180843440 A3    1  4449
D 2016-04-26 09:09:06.12 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 09:12:06.24 00:00:00.20 HR 0000_0000000180843440 A3    2  4447
D 2016-04-26 09:24:02.97 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 09:27:02.70 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-26 09:38:59.86 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 09:41:59.98 00:00:00.00 HR 0000_0000000180843440 A3    1  4455
D 2016-04-26 09:53:56.53 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 09:56:56.84 00:00:00.00 HR 0000_0000000180843440 A3    1  4453
D 2016-04-26 10:08:53.19 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 10:11:53.10 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-26 10:23:49.84 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 10:26:49.16 00:00:00.00 HR 0000_0000000180843440 A3    1  4449
D 2016-04-26 10:38:46.70 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 10:41:45.21 00:00:00.00 HR 0000_0000000180843440 A3    1  4449
D 2016-04-26 10:53:43.38 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 10:56:42.10 00:00:00.00 HR 0000_0000000180843440 A3    1  4453
D 2016-04-26 11:08:40.02 00:00:00.20 HR 0000_0000000180598569 A1    2  4452
D 2016-04-26 11:11:39.93 00:00:00.00 HR 0000_0000000180843440 A3    1  4458
D 2016-04-26 11:23:36.88 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 11:26:38.83 00:00:00.00 HR 0000_0000000180843440 A3    1  4463
D 2016-04-26 11:38:33.57 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 11:41:36.90 00:00:00.00 HR 0000_0000000180843440 A3    1  4459
D 2016-04-26 11:53:30.43 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 11:56:34.17 00:00:00.20 HR 0000_0000000180843440 A3    2  4455
D 2016-04-26 12:08:27.30 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 12:11:31.23 00:00:00.20 HR 0000_0000000180843440 A3    2  4453
D 2016-04-26 12:23:24.14 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 12:26:28.29 00:00:00.00 HR 0000_0000000180843440 A3    1  4453
D 2016-04-26 12:38:21.18 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-26 12:41:25.94 00:00:00.00 HR 0000_0000000180843440 A3    1  4457
D 2016-04-26 12:53:18.47 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-26 12:56:24.04 00:00:00.00 HR 0000_0000000180843440 A3    1  4459
D 2016-04-26 13:08:15.95 00:00:00.00 HR 0000_0000000180598569 A1    1  4456
D 2016-04-26 13:11:22.52 00:00:00.00 HR 0000_0000000180843440 A3    1  4461
D 2016-04-26 13:23:13.63 00:00:00.00 HR 0000_0000000180598569 A1    1  4457
D 2016-04-26 13:26:20.99 00:00:00.00 HR 0000_0000000180843440 A3    1  4461
D 2016-04-26 13:38:10.86 00:00:00.21 HR 0000_0000000180598569 A1    2  4455
D 2016-04-26 13:41:18.43 00:00:00.00 HR 0000_0000000180843440 A3    1  4456
D 2016-04-26 13:53:07.92 00:00:00.21 HR 0000_0000000180598569 A1    2  4453
D 2016-04-26 13:56:15.31 00:00:00.00 HR 0000_0000000180843440 A3    1  4453
D 2016-04-26 14:08:05.18 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-26 14:11:12.35 00:00:00.00 HR 0000_0000000180843440 A3    1  4454
D 2016-04-26 14:23:02.26 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-26 14:26:09.02 00:00:00.00 HR 0000_0000000180843440 A3    1  4452
D 2016-04-26 14:37:59.52 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-26 14:41:06.28 00:00:00.00 HR 0000_0000000180843440 A3    1  4455
D 2016-04-26 14:52:56.74 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-26 14:56:03.49 00:00:00.00 HR 0000_0000000180843440 A3    1  4455
D 2016-04-26 15:07:53.95 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-26 15:11:00.49 00:00:00.00 HR 0000_0000000180843440 A3    1  4454
D 2016-04-26 15:22:51.17 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-26 15:25:56.71 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-26 15:37:48.20 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-26 15:40:52.92 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-04-26 15:52:45.40 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-04-26 15:55:48.92 00:00:00.00 HR 0000_0000000180843440 A3    1  4449
D 2016-04-26 16:07:42.45 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-26 16:10:44.78 00:00:00.00 HR 0000_0000000180843440 A3    1  4448
D 2016-04-26 16:22:39.34 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 16:25:40.48 00:00:00.00 HR 0000_0000000180843440 A3    1  4447
D 2016-04-26 16:37:36.04 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
D 2016-04-26 16:40:36.35 00:00:00.00 HR 0000_0000000180843440 A3    1  4448
D 2016-04-26 16:52:33.11 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-26 16:55:32.24 00:00:00.20 HR 0000_0000000180843440 A3    2  4448
D 2016-04-26 17:07:30.16 00:00:00.00 HR 0000_0000000180598569 A1    1  4454
D 2016-04-26 17:10:28.26 00:00:00.00 HR 0000_0000000180843440 A3    1  4448
D 2016-04-26 17:22:27.00 00:00:00.00 HR 0000_0000000180598569 A1    1  4453
D 2016-04-26 17:25:23.47 00:00:00.00 HR 0000_0000000180843440 A3    1  4445
D 2016-04-26 17:37:23.64 00:00:00.00 HR 0000_0000000180598569 A1    1  4452
