"tag_short","Common.Name","tag_time","first_ping_A2","first_ping_A1","first_ping_A3","first_ping_A4","last_ping_A2","last_ping_A1","last_ping_A3","last_ping_A4","n_A2","n_A1","n_A3","n_A4","attraction.days","staging.days","transit.days","passage.days"
"000008996","American Shad",2015-05-15 13:00:00,2015-05-15 19:31:30.57,NA,NA,NA,2015-05-16 05:31:47.33,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"000008997","American Shad",2015-05-15 11:00:00,2015-05-15 19:50:25.25,2015-05-15 19:50:30.40,2015-05-15 19:56:37.08,2015-05-15 19:56:57.73,2015-05-15 19:50:25.25,2015-05-15 19:50:30.40,2015-05-15 19:56:37.08,2015-05-15 19:56:57.73,1,1,1,1,0.368407407408511,0,0.00448298611022808,0.372890393518739
"000011086","Blueback Herring",2014-05-21 12:30:00,2015-05-11 07:48:11.05,2015-05-11 07:48:14.57,2015-05-11 07:57:52.79,2015-05-11 08:01:48.04,2015-05-11 07:48:11.05,2015-05-11 07:48:14.57,2015-05-11 07:57:52.79,2015-05-11 08:01:48.04,1,1,1,1,354.804335416666,0,0.00941516203736817,354.813750578703
"000080252","Blueback Herring",2015-04-13 10:30:00,NA,2015-02-24 11:37:11.28,NA,NA,NA,2015-02-24 13:05:08.92,NA,NA,NA,83,NA,NA,-47.9116748842597,0.0610836805568801,NA,NA
"000080276","Blueback Herring",2014-05-27 11:30:00,2015-05-25 11:22:09.36,2015-05-25 17:56:35.08,NA,NA,2015-06-06 11:18:16.44,2015-05-25 17:56:35.08,NA,NA,10,1,NA,NA,363.268461689814,0,NA,NA
"181177682","American Shad",2015-04-27 11:00:00,2015-05-07 00:32:50.96,2015-05-07 00:59:46.26,2015-05-07 01:05:53.06,2015-05-07 01:07:43.72,2015-05-07 00:59:22.80,2015-05-07 00:59:48.69,2015-05-07 01:05:53.06,2015-05-07 01:07:43.72,4,2,1,1,9.58317442129607,2.8009260142291e-05,0.00549803240707627,9.58870046296329
"181177683","American Shad",2015-04-27 11:00:00,2015-05-08 07:54:57.63,2015-05-08 07:55:33.38,2015-05-08 08:06:54.05,2015-05-08 08:07:39.86,2015-05-08 07:55:10.92,2015-05-08 07:55:33.38,2015-05-08 08:06:54.05,2015-05-08 08:07:39.86,3,1,1,1,10.8719141203717,0,0.00840844907142498,10.8803225694431
"181177686","Menhaden",2015-05-21 14:00:00,2015-05-16 05:33:44.92,2015-05-16 06:42:11.49,2015-05-21 16:34:26.69,2015-05-21 16:38:48.53,2015-05-21 16:06:22.81,2015-05-21 16:06:38.43,2015-05-21 16:34:53.28,2015-05-21 16:38:48.53,7,4,2,1,-5.30403368055545,5.39197847222288,0.0223392361098969,0.110284027777336
