"file","date","time","datetime","direction","antenna","tag","tag_short","year"
"03_26_15 Down.TXT",2015-02-20,"14:03:51.13",2015-02-20 14:03:51.13,"down","A1","0000_0000000181177670","181177670","2015"
"03_26_15 Down.TXT",2015-02-24,"11:36:59.54",2015-02-24 11:36:59.53,"down","A1","0000_0000000181177670","181177670","2015"
"03_26_15 Down.TXT",2015-02-24,"11:36:59.67",2015-02-24 11:36:59.67,"down","A1","0000_0000000181177670","181177670","2015"
"03_26_15 Down.TXT",2015-02-24,"11:36:59.94",2015-02-24 11:36:59.94,"down","A1","0000_0000000181177670","181177670","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:00.79",2015-02-24 11:37:00.78,"down","A1","0000_0000000181177670","181177670","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:00.88",2015-02-24 11:37:00.88,"down","A1","0000_0000000181177670","181177670","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:11.29",2015-02-24 11:37:11.28,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:16.84",2015-02-24 11:37:16.83,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:18.45",2015-02-24 11:37:18.45,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:20.10",2015-02-24 11:37:20.09,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:20.62",2015-02-24 11:37:20.61,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:34.25",2015-02-24 11:37:34.25,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:36.62",2015-02-24 11:37:36.61,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:37.75",2015-02-24 11:37:37.75,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:39.41",2015-02-24 11:37:39.41,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:39.58",2015-02-24 11:37:39.57,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:40.09",2015-02-24 11:37:40.08,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:47.28",2015-02-24 11:37:47.27,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:48.97",2015-02-24 11:37:48.97,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:50.90",2015-02-24 11:37:50.90,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:53.79",2015-02-24 11:37:53.78,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:55.90",2015-02-24 11:37:55.90,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:37:58.27",2015-02-24 11:37:58.26,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:01.05",2015-02-24 11:38:01.04,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:34.11",2015-02-24 11:38:34.11,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:34.26",2015-02-24 11:38:34.25,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:34.29",2015-02-24 11:38:34.28,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:34.54",2015-02-24 11:38:34.53,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:34.68",2015-02-24 11:38:34.68,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:34.93",2015-02-24 11:38:34.93,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:36.04",2015-02-24 11:38:36.03,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:36.79",2015-02-24 11:38:36.78,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:40.14",2015-02-24 11:38:40.13,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:40.29",2015-02-24 11:38:40.28,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:40.55",2015-02-24 11:38:40.54,"down","A1","900_226000080252","000080252","2015"
"03_26_15 Down.TXT",2015-02-24,"11:38:40.88",2015-02-24 11:38:40.88,"down","A1","900_226000080252","000080252","2015"
