"tag_short","Common.Name","tag_time","first_ping_A1","first_ping_A4","last_ping_A1","last_ping_A4","n_A1","n_A4","Date.and.Time","Species","Photo.ID","Tag.Number","Total.Length..mm.","attraction.days","staging.days","transit.days","passage.days"
"178695689","American Shad",2013-05-17 14:00:00,2013-05-18 00:41:02.22,2013-05-18 00:54:24.24,2013-05-18 00:41:28.83,2013-05-18 00:54:24.24,3,1,"5/17/2013 14:00","Alosa sapidissima","","178695689","520",0.445164583333664,0.000308101850527304,0.00897453703814083,0.454447222222333
"178695694","American Shad",2013-04-28 13:00:00,2013-05-03 23:32:54.17,2013-05-05 09:18:37.81,2013-05-05 08:55:05.45,2013-05-05 09:18:37.81,33,1,"4/28/2013 13:00","Alosa sapidissima","","178695694","595",5.43951585648236,1.390408333333,0.0163468749986755,6.84627106481404
"178695699","American Shad",2013-04-30 13:00:00,2013-05-01 20:31:52.91,2013-05-21 10:13:13.61,2013-05-21 10:03:08.09,2013-05-21 10:13:13.61,48,1,"4/30/2013 13:00","Alosa sapidissima","","178695699","560",1.3138068287047,19.5633702546275,0.00700821759524169,20.8841853009275
"178695701","American Shad",2013-05-06 10:00:00,2013-05-08 14:13:22.77,NA,2013-05-11 07:56:41.95,NA,15,NA,"5/6/2013 10:00","Alosa sapidissima","","178695701","495",2.17595810185152,2.73841631944533,NA,NA
