"tag_short","Common.Name","tag_time","first_ping_A1","first_ping_A2","first_ping_A3","first_ping_A4","last_ping_A1","last_ping_A2","last_ping_A3","last_ping_A4","n_A1","n_A2","n_A3","n_A4","attraction.days","staging.days","transit.days","passage.days"
"000080301","Quillback",2016-04-29 12:00:00,2019-04-27 05:56:10.53,2019-04-27 05:56:30.98,2019-04-27 07:10:02.11,2019-04-27 08:05:19.13,2019-04-27 05:56:10.53,2019-04-27 05:56:50.32,2019-04-27 07:39:40.15,2019-04-27 08:05:19.13,2,8,8,1,1092.74734421296,0,0.0896828703692666,1092.83702708333
"181177668","Quillback",2016-04-26 12:00:00,2019-04-23 14:17:17.38,2019-04-23 15:16:30.15,2019-04-25 03:58:54.79,2019-04-25 04:07:12.02,2019-04-23 15:15:54.98,2019-04-23 15:16:30.74,2019-04-25 04:04:47.69,2019-04-25 04:07:12.02,39,2,6,1,1092.09534016204,0.0407128472239883,1.53561400462908,1093.67166701389
