"file","date","time","datetime","direction","antenna","tag","tag_short","year"
"04_23_13.TXT",2013-04-03,"13:30:35.64",2013-04-03 13:30:35.63,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:30:42.98",2013-04-03 13:30:42.98,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:30:49.33",2013-04-03 13:30:49.32,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:30:49.83",2013-04-03 13:30:49.82,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:08.14",2013-04-03 13:31:08.13,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:08.64",2013-04-03 13:31:08.63,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:15.98",2013-04-03 13:31:15.98,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:16.49",2013-04-03 13:31:16.49,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:21.23",2013-04-03 13:31:21.23,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:21.72",2013-04-03 13:31:21.72,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:30.09",2013-04-03 13:31:30.08,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:30.58",2013-04-03 13:31:30.57,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:31.59",2013-04-03 13:31:31.58,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:34.21",2013-04-03 13:31:34.21,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:40.94",2013-04-03 13:31:40.94,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:31:41.45",2013-04-03 13:31:41.45,"A","A4","226000011051","000011051","2013"
"04_23_13.TXT",2013-04-03,"13:36:57.23",2013-04-03 13:36:57.23,"A","A1","226000011051","000011051","2013"
