"file","date","time","datetime","antenna","tag","tag_short","year"
"4_13_17 Up.TXT",2017-04-12,"21:45:52.87",2017-04-12 21:45:52.86,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"21:54:17.43",2017-04-12 21:54:17.42,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"21:59:41.72",2017-04-12 21:59:41.72,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"22:00:50.16",2017-04-12 22:00:50.15,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"22:09:12.29",2017-04-12 22:09:12.28,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"22:14:36.00",2017-04-12 22:14:36.00,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"22:15:47.46",2017-04-12 22:15:47.46,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"22:24:07.18",2017-04-12 22:24:07.17,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"22:29:29.88",2017-04-12 22:29:29.88,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"22:30:44.75",2017-04-12 22:30:44.75,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"22:39:02.08",2017-04-12 22:39:02.07,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"22:44:23.94",2017-04-12 22:44:23.94,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"22:45:41.82",2017-04-12 22:45:41.82,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"22:53:57.14",2017-04-12 22:53:57.13,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"22:59:18.03",2017-04-12 22:59:18.02,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"23:00:38.90",2017-04-12 23:00:38.90,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"23:08:52.04",2017-04-12 23:08:52.03,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"23:14:11.92",2017-04-12 23:14:11.92,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"23:15:35.80",2017-04-12 23:15:35.79,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"23:23:46.92",2017-04-12 23:23:46.92,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"23:29:05.82",2017-04-12 23:29:05.82,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"23:30:32.94",2017-04-12 23:30:32.94,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"23:38:41.87",2017-04-12 23:38:41.86,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"23:43:59.95",2017-04-12 23:43:59.95,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-12,"23:45:29.85",2017-04-12 23:45:29.84,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-12,"23:53:36.76",2017-04-12 23:53:36.75,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-12,"23:58:53.81",2017-04-12 23:58:53.80,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"00:00:26.93",2017-04-13 00:00:26.92,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"00:08:31.63",2017-04-13 00:08:31.63,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"00:13:47.68",2017-04-13 00:13:47.67,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"00:15:24.02",2017-04-13 00:15:24.01,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"00:23:26.54",2017-04-13 00:23:26.53,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"00:28:41.78",2017-04-13 00:28:41.77,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"00:30:20.92",2017-04-13 00:30:20.92,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"00:38:21.21",2017-04-13 00:38:21.21,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"00:43:35.86",2017-04-13 00:43:35.86,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Down.TXT",2017-04-13,"00:53:16.11",2017-04-13 00:53:16.11,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"00:58:29.93",2017-04-13 00:58:29.92,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"01:00:14.50",2017-04-13 01:00:14.50,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"01:08:10.77",2017-04-13 01:08:10.76,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"01:13:23.98",2017-04-13 01:13:23.98,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"01:15:11.35",2017-04-13 01:15:11.34,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"01:23:05.47",2017-04-13 01:23:05.47,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"01:28:17.89",2017-04-13 01:28:17.88,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Down.TXT",2017-04-13,"01:38:00.13",2017-04-13 01:38:00.13,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"01:43:11.72",2017-04-13 01:43:11.72,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"01:45:05.10",2017-04-13 01:45:05.09,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"01:52:54.96",2017-04-13 01:52:54.96,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"01:58:05.35",2017-04-13 01:58:05.34,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"02:00:01.74",2017-04-13 02:00:01.74,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"02:07:50.01",2017-04-13 02:07:50.00,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"02:12:59.18",2017-04-13 02:12:59.17,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"02:14:58.38",2017-04-13 02:14:58.38,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"02:22:44.83",2017-04-13 02:22:44.82,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"02:27:53.04",2017-04-13 02:27:53.03,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"02:29:55.02",2017-04-13 02:29:55.01,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"02:37:39.67",2017-04-13 02:37:39.67,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"02:42:46.83",2017-04-13 02:42:46.82,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"02:44:51.65",2017-04-13 02:44:51.65,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"02:52:34.72",2017-04-13 02:52:34.72,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"02:57:40.69",2017-04-13 02:57:40.69,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"02:59:48.10",2017-04-13 02:59:48.09,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"03:07:29.56",2017-04-13 03:07:29.55,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"03:12:34.52",2017-04-13 03:12:34.51,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"03:14:44.54",2017-04-13 03:14:44.53,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"03:22:24.41",2017-04-13 03:22:24.40,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"03:27:28.35",2017-04-13 03:27:28.34,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"03:29:40.98",2017-04-13 03:29:40.98,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"03:37:19.24",2017-04-13 03:37:19.24,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"03:42:21.98",2017-04-13 03:42:21.98,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"03:44:37.64",2017-04-13 03:44:37.63,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"03:52:14.32",2017-04-13 03:52:14.32,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"03:57:15.66",2017-04-13 03:57:15.65,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"03:59:34.29",2017-04-13 03:59:34.28,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"04:07:09.15",2017-04-13 04:07:09.15,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"04:12:09.27",2017-04-13 04:12:09.26,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"04:14:31.11",2017-04-13 04:14:31.11,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"04:22:04.19",2017-04-13 04:22:04.19,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"04:27:02.71",2017-04-13 04:27:02.71,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"04:29:27.57",2017-04-13 04:29:27.57,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"04:36:59.22",2017-04-13 04:36:59.22,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"04:41:56.15",2017-04-13 04:41:56.15,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"04:44:24.22",2017-04-13 04:44:24.22,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"04:51:54.29",2017-04-13 04:51:54.28,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"04:56:49.58",2017-04-13 04:56:49.57,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"04:59:20.86",2017-04-13 04:59:20.86,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"05:06:49.13",2017-04-13 05:06:49.13,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"05:11:43.03",2017-04-13 05:11:43.02,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"05:14:17.52",2017-04-13 05:14:17.51,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"05:21:44.02",2017-04-13 05:21:44.01,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"05:26:36.51",2017-04-13 05:26:36.50,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"05:29:14.03",2017-04-13 05:29:14.02,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"05:36:39.10",2017-04-13 05:36:39.09,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"05:41:29.81",2017-04-13 05:41:29.80,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"05:44:10.71",2017-04-13 05:44:10.71,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"05:51:34.01",2017-04-13 05:51:34.00,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"05:56:22.89",2017-04-13 05:56:22.88,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"05:59:07.44",2017-04-13 05:59:07.44,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"06:06:28.91",2017-04-13 06:06:28.90,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"06:11:16.17",2017-04-13 06:11:16.17,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"06:14:03.92",2017-04-13 06:14:03.92,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"06:21:24.01",2017-04-13 06:21:24.00,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"06:26:09.26",2017-04-13 06:26:09.25,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"06:29:00.62",2017-04-13 06:29:00.61,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"06:36:18.90",2017-04-13 06:36:18.90,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"06:41:02.55",2017-04-13 06:41:02.54,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"06:43:57.14",2017-04-13 06:43:57.13,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"06:51:13.81",2017-04-13 06:51:13.80,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"06:55:55.82",2017-04-13 06:55:55.82,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"06:58:53.62",2017-04-13 06:58:53.61,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"07:06:08.90",2017-04-13 07:06:08.90,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"07:10:49.70",2017-04-13 07:10:49.70,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"07:13:50.31",2017-04-13 07:13:50.30,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"07:21:03.81",2017-04-13 07:21:03.80,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"07:25:43.79",2017-04-13 07:25:43.78,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"07:28:46.98",2017-04-13 07:28:46.98,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"07:35:58.45",2017-04-13 07:35:58.45,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"07:40:37.85",2017-04-13 07:40:37.84,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"07:43:43.85",2017-04-13 07:43:43.84,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"07:50:53.35",2017-04-13 07:50:53.34,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"07:55:31.75",2017-04-13 07:55:31.75,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"07:58:40.58",2017-04-13 07:58:40.57,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"08:05:48.27",2017-04-13 08:05:48.26,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"08:10:25.88",2017-04-13 08:10:25.88,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"08:13:37.49",2017-04-13 08:13:37.49,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"08:20:42.98",2017-04-13 08:20:42.98,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"08:25:20.37",2017-04-13 08:25:20.36,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"08:28:34.20",2017-04-13 08:28:34.20,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"08:35:37.69",2017-04-13 08:35:37.69,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"08:40:15.07",2017-04-13 08:40:15.07,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"08:43:31.11",2017-04-13 08:43:31.11,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"08:50:32.38",2017-04-13 08:50:32.38,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"08:55:09.58",2017-04-13 08:55:09.57,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"08:58:28.03",2017-04-13 08:58:28.02,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"09:05:27.07",2017-04-13 09:05:27.07,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"09:10:04.06",2017-04-13 09:10:04.05,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"09:13:24.89",2017-04-13 09:13:24.88,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"09:20:21.53",2017-04-13 09:20:21.52,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"09:24:59.11",2017-04-13 09:24:59.11,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"09:28:21.75",2017-04-13 09:28:21.75,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"09:35:16.02",2017-04-13 09:35:16.01,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"09:39:54.19",2017-04-13 09:39:54.19,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"09:43:18.63",2017-04-13 09:43:18.63,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"09:50:10.48",2017-04-13 09:50:10.48,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"09:54:48.85",2017-04-13 09:54:48.84,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"09:58:15.29",2017-04-13 09:58:15.28,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"10:05:05.14",2017-04-13 10:05:05.13,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"10:09:43.50",2017-04-13 10:09:43.50,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"10:13:12.16",2017-04-13 10:13:12.15,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"10:19:59.61",2017-04-13 10:19:59.61,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"10:24:38.00",2017-04-13 10:24:38.00,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"10:28:09.05",2017-04-13 10:28:09.04,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"10:34:54.05",2017-04-13 10:34:54.04,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"10:39:32.42",2017-04-13 10:39:32.42,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"10:43:05.87",2017-04-13 10:43:05.86,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"10:49:48.49",2017-04-13 10:49:48.49,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"10:54:26.87",2017-04-13 10:54:26.86,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"10:58:02.92",2017-04-13 10:58:02.92,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"11:04:42.92",2017-04-13 11:04:42.92,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"11:09:21.29",2017-04-13 11:09:21.28,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"11:12:59.94",2017-04-13 11:12:59.94,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"11:19:37.32",2017-04-13 11:19:37.32,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"11:24:15.71",2017-04-13 11:24:15.71,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"11:27:56.96",2017-04-13 11:27:56.96,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"11:34:31.76",2017-04-13 11:34:31.75,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"11:39:10.14",2017-04-13 11:39:10.13,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"11:42:53.82",2017-04-13 11:42:53.82,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"11:49:26.21",2017-04-13 11:49:26.21,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"11:54:04.78",2017-04-13 11:54:04.77,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"11:57:50.86",2017-04-13 11:57:50.86,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"12:04:20.63",2017-04-13 12:04:20.63,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"12:08:59.40",2017-04-13 12:08:59.40,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"12:12:48.06",2017-04-13 12:12:48.05,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"12:19:15.04",2017-04-13 12:19:15.03,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"12:23:54.01",2017-04-13 12:23:54.00,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"12:27:45.09",2017-04-13 12:27:45.09,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"12:34:09.26",2017-04-13 12:34:09.25,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"12:38:48.43",2017-04-13 12:38:48.42,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"12:42:42.14",2017-04-13 12:42:42.13,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"12:49:03.68",2017-04-13 12:49:03.67,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"12:53:43.09",2017-04-13 12:53:43.09,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"12:57:39.19",2017-04-13 12:57:39.19,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"13:03:57.95",2017-04-13 13:03:57.95,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"13:08:37.74",2017-04-13 13:08:37.74,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"13:12:36.28",2017-04-13 13:12:36.27,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"13:18:52.42",2017-04-13 13:18:52.42,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"13:23:32.24",2017-04-13 13:23:32.24,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"13:27:34.17",2017-04-13 13:27:34.17,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"13:33:46.69",2017-04-13 13:33:46.69,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"13:38:27.08",2017-04-13 13:38:27.07,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"13:42:32.83",2017-04-13 13:42:32.82,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"13:48:40.95",2017-04-13 13:48:40.95,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"13:53:21.75",2017-04-13 13:53:21.75,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"13:57:31.32",2017-04-13 13:57:31.32,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"14:03:35.18",2017-04-13 14:03:35.17,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"14:08:16.40",2017-04-13 14:08:16.40,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"14:12:29.97",2017-04-13 14:12:29.97,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"14:18:29.44",2017-04-13 14:18:29.44,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"14:23:11.06",2017-04-13 14:23:11.05,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"14:27:28.88",2017-04-13 14:27:28.88,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"14:33:23.51",2017-04-13 14:33:23.50,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"14:38:05.73",2017-04-13 14:38:05.73,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"14:42:27.77",2017-04-13 14:42:27.76,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"14:48:17.80",2017-04-13 14:48:17.79,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"14:53:00.41",2017-04-13 14:53:00.40,"A1","0000_0000000180843440","180843440","2017"
"4_13_17 Up.TXT",2017-04-13,"14:57:26.67",2017-04-13 14:57:26.67,"A4","0000_0000000180573731","180573731","2017"
"4_13_17 Down.TXT",2017-04-13,"15:03:12.03",2017-04-13 15:03:12.02,"A2","0000_0000000180843403","180843403","2017"
"4_13_17 Down.TXT",2017-04-13,"15:07:54.86",2017-04-13 15:07:54.86,"A1","0000_0000000180843440","180843440","2017"
