"tag_short","ping_time","antenna","tag_time","species"
"000010998",2012-06-18 11:22:53.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:22:59.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:05.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:06.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:06.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:12.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:12.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:16.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:19.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:24.00,"A1",2013-05-23 13:00:00,"Alewife"
"000010998",2012-06-18 11:23:41.00,"A1",2013-05-23 13:00:00,"Alewife"
"178695701",2012-05-24 19:51:10.44,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:51:15.06,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:51:19.69,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:51:24.31,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:51:24.92,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:51:28.95,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:51:33.57,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:51:38.22,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:58:56.92,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:59:03.75,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:59:10.00,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:59:16.83,"A4",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:59:43.11,"A1",2013-05-06 10:00:00,"American Shad"
"178695701",2012-05-24 19:59:53.78,"A1",2013-05-06 10:00:00,"American Shad"
"178695685",2014-04-08 09:09:31.28,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:09:33.08,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:09:33.25,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:09:33.43,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:09:33.82,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:09:33.91,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:21.46,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:21.53,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:21.71,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:21.88,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:31.27,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:31.45,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:33.25,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:33.42,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:33.58,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:33.75,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:10:33.93,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:13:15.42,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:13:15.67,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:13:15.93,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 09:13:16.11,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:47:30.22,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:47:30.22,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:37.03,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:37.03,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:40.56,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:40.56,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:41.75,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:41.75,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:42.59,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:42.59,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:48.28,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:48.28,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:49.98,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:49.98,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:51.58,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:51.58,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:54.36,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:54.36,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:54.61,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:54.61,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:55.78,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:55.78,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:58.73,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-08 17:48:58.73,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-18 14:05:25.31,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-18 14:05:25.49,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-18 14:05:25.66,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-18 14:05:33.24,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-18 14:05:33.50,"A4",2014-04-22 09:00:00,"American Shad"
"178695685",2014-04-18 14:39:00.97,"A4",2014-04-22 09:00:00,"American Shad"
"181177672",2014-05-06 11:22:21.26,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:22:21.36,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:22:21.57,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:22:23.67,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:42:44.00,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:42:44.17,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:42.01,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:42.42,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:42.54,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:42.73,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:43.11,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:43.27,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:43.71,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:43.88,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:51.23,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:51.36,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:51.57,"A4",2014-05-07 09:03:00,"American Shad"
