up
Upload #73
Reader: Noname  Site: AA
--------- upload 73 start ---------
E 2016-06-10 16:17:49.69 upload 72 complete
E 2016-06-10 16:19:32.53 supply power ok 11.0V
E 2016-06-10 16:19:32.53 database file opened
E 2016-06-10 16:19:32.53 starting reader after power up
D 2016-06-10 16:19:59.42 00:00:00.41 HA      900_226000080333 A1    3   101
D 2016-06-10 16:20:01.45 00:00:00.20 HA      900_226000080333 A1    2     7
D 2016-06-10 16:20:11.22 00:00:00.40 HR 0000_0000000181177678 A1    3    46
D 2016-06-10 16:20:39.58 00:00:00.20 HA      900_226000080322 A3    2   300
D 2016-06-10 16:20:43.26 00:00:00.20 HA      900_226000080322 A3    2    16
D 2016-06-10 16:22:48.18 00:00:00.00 HR 0000_0000000180598569 A1    1   769
D 2016-06-10 16:32:30.83 00:00:00.00 HR 0000_0000000180843440 A3    1  3478
D 2016-06-10 16:37:45.86 00:00:00.00 HR 0000_0000000180598569 A1    1  4414
D 2016-06-10 16:47:27.85 00:00:00.00 HR 0000_0000000180843440 A3    1  4411
D 2016-06-10 16:52:43.50 00:00:00.00 HR 0000_0000000180598569 A1    1  4414
D 2016-06-10 17:02:24.26 00:00:00.20 HR 0000_0000000180843440 A3    2  4408
D 2016-06-10 17:07:40.93 00:00:00.00 HR 0000_0000000180598569 A1    1  4413
D 2016-06-10 17:17:20.69 00:00:00.00 HR 0000_0000000180843440 A3    1  4407
D 2016-06-10 17:22:38.38 00:00:00.00 HR 0000_0000000180598569 A1    1  4413
D 2016-06-10 17:32:17.10 00:00:00.00 HR 0000_0000000180843440 A3    1  4408
D 2016-06-10 17:37:35.81 00:00:00.00 HR 0000_0000000180598569 A1    1  4413
D 2016-06-10 17:47:13.50 00:00:00.20 HR 0000_0000000180843440 A3    2  4408
D 2016-06-10 17:52:33.21 00:00:00.00 HR 0000_0000000180598569 A1    1  4413
D 2016-06-10 18:02:09.89 00:00:00.00 HR 0000_0000000180843440 A3    1  4407
D 2016-06-10 18:07:30.41 00:00:00.00 HR 0000_0000000180598569 A1    1  4412
D 2016-06-10 18:17:05.84 00:00:00.21 HR 0000_0000000180843440 A3    2  4406
D 2016-06-10 18:22:27.57 00:00:00.00 HR 0000_0000000180598569 A1    1  4412
D 2016-06-10 18:32:01.59 00:00:00.00 HR 0000_0000000180843440 A3    1  4404
D 2016-06-10 18:37:24.53 00:00:00.00 HR 0000_0000000180598569 A1    1  4411
D 2016-06-10 18:46:57.15 00:00:00.00 HR 0000_0000000180843440 A3    1  4404
D 2016-06-10 18:52:21.33 00:00:00.20 HR 0000_0000000180598569 A1    2  4410
D 2016-06-10 19:01:52.53 00:00:00.00 HR 0000_0000000180843440 A3    1  4403
D 2016-06-10 19:07:18.35 00:00:00.00 HR 0000_0000000180598569 A1    1  4410
D 2016-06-10 19:16:47.71 00:00:00.00 HR 0000_0000000180843440 A3    1  4402
D 2016-06-10 19:22:15.11 00:00:00.20 HR 0000_0000000180598569 A1    2  4410
D 2016-06-10 19:31:42.84 00:00:00.00 HR 0000_0000000180843440 A3    1  4402
D 2016-06-10 19:37:12.10 00:00:00.00 HR 0000_0000000180598569 A1    1  4410
D 2016-06-10 19:46:37.81 00:00:00.00 HR 0000_0000000180843440 A3    1  4401
D 2016-06-10 19:52:08.88 00:00:00.00 HR 0000_0000000180598569 A1    1  4410
D 2016-06-10 20:01:32.73 00:00:00.00 HR 0000_0000000180843440 A3    1  4401
D 2016-06-10 20:07:05.68 00:00:00.00 HR 0000_0000000180598569 A1    1  4410
D 2016-06-10 20:16:27.55 00:00:00.00 HR 0000_0000000180843440 A3    1  4400
D 2016-06-10 20:22:02.34 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 20:31:22.18 00:00:00.20 HR 0000_0000000180843440 A3    2  4399
D 2016-06-10 20:36:59.16 00:00:00.00 HR 0000_0000000180598569 A1    1  4410
D 2016-06-10 20:46:16.95 00:00:00.21 HR 0000_0000000180843440 A3    2  4399
D 2016-06-10 20:51:55.79 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 21:01:11.97 00:00:00.00 HR 0000_0000000180843440 A3    1  4400
D 2016-06-10 21:06:52.43 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 21:16:06.58 00:00:00.00 HR 0000_0000000180843440 A3    1  4399
D 2016-06-10 21:21:49.08 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 21:31:01.20 00:00:00.00 HR 0000_0000000180843440 A3    1  4399
D 2016-06-10 21:36:45.72 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 21:45:55.81 00:00:00.00 HR 0000_0000000180843440 A3    1  4399
D 2016-06-10 21:51:42.37 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 22:00:50.42 00:00:00.20 HR 0000_0000000180843440 A3    2  4399
D 2016-06-10 22:06:38.99 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 22:15:45.21 00:00:00.00 HR 0000_0000000180843440 A3    1  4399
D 2016-06-10 22:21:35.63 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 22:30:39.61 00:00:00.00 HR 0000_0000000180843440 A3    1  4398
D 2016-06-10 22:36:32.26 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 22:45:34.21 00:00:00.00 HR 0000_0000000180843440 A3    1  4399
D 2016-06-10 22:51:28.89 00:00:00.22 HR 0000_0000000180598569 A1    2  4409
D 2016-06-10 23:00:28.57 00:00:00.00 HR 0000_0000000180843440 A3    1  4398
D 2016-06-10 23:06:25.67 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 23:15:22.96 00:00:00.00 HR 0000_0000000180843440 A3    1  4398
D 2016-06-10 23:21:22.31 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 23:30:17.31 00:00:00.00 HR 0000_0000000180843440 A3    1  4398
D 2016-06-10 23:36:18.91 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-10 23:45:11.91 00:00:00.00 HR 0000_0000000180843440 A3    1  4399
D 2016-06-10 23:51:15.55 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-11 00:00:06.49 00:00:00.00 HR 0000_0000000180843440 A3    1  4399
D 2016-06-11 00:06:12.18 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-11 00:15:00.71 00:00:00.00 HR 0000_0000000180843440 A3    1  4397
D 2016-06-11 00:21:08.83 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-11 00:29:54.92 00:00:00.20 HR 0000_0000000180843440 A3    2  4397
D 2016-06-11 00:36:05.49 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-11 00:44:49.12 00:00:00.21 HR 0000_0000000180843440 A3    2  4396
D 2016-06-11 00:51:02.09 00:00:00.00 HR 0000_0000000180598569 A1    1  4409
D 2016-06-11 00:59:43.29 00:00:00.20 HR 0000_0000000180843440 A3    2  4396
D 2016-06-11 01:05:58.90 00:00:00.00 HR 0000_0000000180598569 A1    1  4410
