up
Upload #75
Reader: Noname  Site: AA
--------- upload 75 start ---------
E 2016-06-15 17:49:08.76 upload 74 complete
E 2016-06-15 17:52:32.55 supply power ok 11.7V
E 2016-06-15 17:52:32.55 database file opened
E 2016-06-15 17:52:32.55 starting reader after power up
D 2016-06-15 17:53:51.87 00:00:00.00 HA      900_226000080322 A3    1   362
D 2016-06-15 17:53:52.88 00:00:00.00 HA      900_226000080322 A3    1     4
D 2016-06-15 17:53:53.69 00:00:00.00 HA      900_226000080322 A3    1     3
D 2016-06-15 17:53:56.11 00:00:00.00 HA      900_226000080322 A3    1    11
D 2016-06-15 17:53:57.11 00:00:00.80 HA      900_226000080322 A3    5     4
D 2016-06-15 17:53:58.92 00:00:00.21 HA      900_226000080322 A3    2     4
D 2016-06-15 17:53:59.53 00:00:00.00 HA      900_226000080322 A3    1     1
D 2016-06-15 17:53:59.13 00:00:00.00 HA      900_226000080322 A3    1     2
D 2016-06-15 17:54:01.93 23:59:59.21 HA      900_226000080322 A3    2     3
D 2016-06-15 17:54:01.74 00:00:00.00 HA      900_226000080322 A3    1     2
D 2016-06-15 17:54:44.43 00:00:00.61 HA      900_226000080322 A3    4   211
D 2016-06-15 17:54:45.44 00:00:00.40 HA      900_226000080322 A3    3     1
D 2016-06-15 17:55:46.54 00:00:00.61 HA      900_226000080333 A1    4   933
D 2016-06-15 17:55:47.76 00:00:00.40 HA      900_226000080333 A1    3     2
D 2016-06-15 17:55:48.57 00:00:00.00 HA      900_226000080333 A1    1     1
D 2016-06-15 17:56:05.28 00:00:00.00 HR 0000_0000000181177678 A1    1    82
D 2016-06-15 17:56:09.30 00:00:01.81 HR 0000_0000000181177678 A1   10    19
D 2016-06-15 17:58:17.55 00:00:00.00 HR 0000_0000000180598569 A1    1   627
D 2016-06-15 18:03:44.04 00:00:00.00 HR 0000_0000000180843440 A3    1  2672
D 2016-06-15 18:13:14.91 00:00:00.00 HR 0000_0000000180598569 A1    1  4456
D 2016-06-15 18:18:40.19 00:00:00.00 HR 0000_0000000180843440 A3    1  4450
D 2016-06-15 18:28:12.29 00:00:00.00 HR 0000_0000000180598569 A1    1  4456
D 2016-06-15 18:33:36.14 00:00:00.00 HR 0000_0000000180843440 A3    1  4449
D 2016-06-15 18:43:09.46 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-06-15 18:48:31.70 00:00:00.00 HR 0000_0000000180843440 A3    1  4447
D 2016-06-15 18:58:06.62 00:00:00.00 HR 0000_0000000180598569 A1    1  4455
D 2016-06-15 19:03:27.06 00:00:00.00 HR 0000_0000000180843440 A3    1  4446
D 2016-06-15 19:13:03.60 00:00:00.20 HR 0000_0000000180598569 A1    2  4454
D 2016-06-15 19:18:22.41 00:00:00.00 HR 0000_0000000180843440 A3    1  4446
